name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
TEAMGROUP Night Hawk RGB Gen 2 32 GB,0.0,44000,216,0.0,Black,9.0,18.0
TEAMGROUP Night Hawk RGB Gen 2 32 GB,0.0,44000,216,0.0,White,9.0,18.0
Thermaltake TOUGHRAM XG RGB 16 GB,0.0,43600,28,0.0,Black / Silver,10.0,18.0
Thermaltake TOUGHRAM XG RGB 32 GB,0.0,43600,216,0.0,White / Silver,10.0,18.0
Thermaltake TOUGHRAM XG RGB 16 GB,169.99,44000,28,10.624,White / Silver,9.5,19.0
ADATA XPG SPECTRIX D50 32 GB,0.0,43200,216,0.0,White,10.0,16.0
ADATA XPG GAMMIX D30 16 GB,0.0,43200,28,0.0,Silver / Black,10.0,16.0
Silicon Power SP016GBLFU240BD2 16 GB,0.0,42400,28,0.0,Gray,14.167,17.0
Silicon Power SP008GBLFU240ND2 8 GB,0.0,42400,24,0.0,Gray,14.167,17.0
Silicon Power SP016GBLFU240BS2 16 GB,0.0,42400,116,0.0,Gray,14.167,17.0
Silicon Power SP008GBLFU240BS2 8 GB,0.0,42400,18,0.0,Gray,14.167,17.0
Silicon Power SP004GBLFU240NS2 4 GB,0.0,42400,14,0.0,Gray,14.167,17.0
GeIL EVO V RGB 32 GB,0.0,56600,216,0.0,Black,11.515,38.0
GeIL EVO V RGB 32 GB,0.0,56600,216,0.0,White,11.515,38.0
Mushkin Redline 32 GB,0.0,55200,216,0.0,Black,15.385,40.0
Mushkin Redline 32 GB,0.0,54800,216,0.0,Black,15.0,36.0
TEAMGROUP Elite 16 GB,0.0,42400,28,0.0,Black,13.333,16.0
Neo Forza FAYE 16 GB,0.0,43600,28,0.0,Black / Silver,10.0,18.0
Neo Forza FAYE 32 GB,0.0,43600,216,0.0,Black / Silver,10.0,18.0
Neo Forza FAYE 64 GB,0.0,43600,232,0.0,Black / Silver,10.0,18.0
Neo Forza FAYE 64 GB,0.0,44000,232,0.0,Black / Silver,9.5,19.0
TEAMGROUP T-Force Delta RGB 64 GB,0.0,55600,232,0.0,White / Silver,14.286,40.0
Neo Forza MARS 32 GB,0.0,43200,216,0.0,Gray / Black,10.0,16.0
Neo Forza MARS 16 GB,0.0,43600,28,0.0,Gray / Black,10.0,18.0
Neo Forza MARS 32 GB,0.0,43600,216,0.0,Gray / Black,10.0,18.0
Neo Forza MARS 32 GB,0.0,43600,216,0.0,Gray / Black,10.0,18.0
Neo Forza MARS 32 GB,0.0,43600,216,0.0,Gray / Black,10.0,18.0
Neo Forza MARS 32 GB,0.0,43600,216,0.0,Gray / Black,10.0,18.0
Neo Forza MARS 64 GB,0.0,43600,232,0.0,Gray / Black,10.0,18.0
Neo Forza MARS 32 GB,0.0,44000,216,0.0,Gray / Black,9.5,19.0
Neo Forza MARS 16 GB,0.0,44000,28,0.0,Gray / Black,9.5,19.0
TEAMGROUP Elite Plus 16 GB,0.0,55200,116,0.0,Silver,16.154,42.0
TEAMGROUP Elite Plus 32 GB,0.0,55200,132,0.0,Black,16.154,42.0
OLOy Blade RGB 64 GB,0.0,55600,232,0.0,Black,12.857,36.0
OLOy Blade RGB 32 GB,0.0,57600,216,0.0,Black,9.474,36.0
OLOy Blade RGB 32 GB,0.0,56600,216,0.0,Black,12.121,40.0
GeIL Polaris 32 GB,0.0,55200,216,0.0,Red,13.077,34.0
OLOy Blade RGB 32 GB,0.0,56200,216,0.0,Platinum,10.323,32.0
TEAMGROUP Elite 64 GB,0.0,42666,232,0.0,Black,14.254,19.0
TEAMGROUP Elite 64 GB,0.0,42400,232,0.0,Black,13.333,16.0
TEAMGROUP Elite 32 GB,0.0,42400,216,0.0,Black,13.333,16.0
TEAMGROUP Elite 8 GB,0.0,42400,24,0.0,Black,13.333,16.0
TEAMGROUP Elite 32 GB,0.0,42133,216,0.0,Black,14.065,15.0
TEAMGROUP Elite 16 GB,0.0,42133,28,0.0,Black,14.065,15.0
TEAMGROUP Elite 8 GB,0.0,42133,24,0.0,Black,14.065,15.0
TEAMGROUP Elite 32 GB,0.0,42666,132,0.0,Black,14.254,19.0
TEAMGROUP Elite 32 GB,0.0,42400,132,0.0,Black,13.333,16.0
TEAMGROUP Elite 8 GB,58.76,42400,18,7.345,Black,13.333,16.0
TEAMGROUP Elite 16 GB,0.0,42133,116,0.0,Black,14.065,15.0
TEAMGROUP Elite 8 GB,0.0,42133,18,0.0,Black,14.065,15.0
TEAMGROUP Elite 4 GB,0.0,42133,14,0.0,Black,14.065,15.0
TEAMGROUP T-Create Classic 8 GB,0.0,42666,18,0.0,Silver / Black,14.254,19.0
TEAMGROUP T-Create Classic 16 GB,0.0,42666,116,0.0,Silver / Black,14.254,19.0
TEAMGROUP T-Create Classic 32 GB,0.0,42666,132,0.0,Silver / Black,14.254,19.0
TEAMGROUP T-Create Classic 8 GB,0.0,43200,18,0.0,Silver / Black,13.75,22.0
TEAMGROUP T-Create Classic 16 GB,0.0,43200,116,0.0,Silver / Black,13.75,22.0
TEAMGROUP T-Create Classic 16 GB,0.0,42666,28,0.0,Silver / Black,14.254,19.0
TEAMGROUP T-Create Classic 32 GB,0.0,42666,216,0.0,Silver / Black,14.254,19.0
TEAMGROUP T-Create Classic 64 GB,0.0,42666,232,0.0,Silver / Black,14.254,19.0
TEAMGROUP T-Create Classic 16 GB,0.0,43200,28,0.0,Silver / Black,13.75,22.0
TEAMGROUP T-Create Classic 32 GB,0.0,43200,216,0.0,Silver / Black,13.75,22.0
TEAMGROUP T-Force Zeus 16 GB,0.0,43200,28,0.0,Red / Black,10.0,16.0
TEAMGROUP T-Force Zeus 32 GB,0.0,43200,216,0.0,Red / Black,13.75,22.0
TEAMGROUP T-Force Zeus 64 GB,0.0,42666,232,0.0,Red / Black,14.254,19.0
TEAMGROUP T-Force Zeus 32 GB,0.0,42666,216,0.0,Red / Black,14.254,19.0
TEAMGROUP T-Force Zeus 16 GB,0.0,42666,28,0.0,Red / Black,14.254,19.0
TEAMGROUP T-Force Zeus 16 GB,0.0,43200,116,0.0,Red / Black,10.0,16.0
TEAMGROUP T-Force Zeus 8 GB,0.0,43200,18,0.0,Red / Black,10.0,16.0
TEAMGROUP T-Force Zeus 32 GB,0.0,43200,132,0.0,Red / Black,13.75,22.0
TEAMGROUP T-Force Zeus 32 GB,0.0,42666,132,0.0,Red / Black,14.254,19.0
TEAMGROUP T-Force Zeus 16 GB,0.0,42666,116,0.0,Red / Black,14.254,19.0
TEAMGROUP T-Force Zeus 8 GB,0.0,42666,18,0.0,Red / Black,14.254,19.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,0.0,56000,216,0.0,White,13.333,40.0
Silicon Power XPOWER Zenith RGB Gaming 64 GB,0.0,56000,232,0.0,Black,13.333,40.0
Silicon Power XPOWER Zenith RGB Gaming 64 GB,0.0,56000,232,0.0,White,13.333,40.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,0.0,56000,216,0.0,Black,13.333,40.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,0.0,56000,132,0.0,White,13.333,40.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,0.0,56000,132,0.0,Black,13.333,40.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,0.0,56000,116,0.0,White,13.333,40.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,0.0,56000,116,0.0,Black,13.333,40.0
TEAMGROUP Elite 8 GB,0.0,55200,18,0.0,Black,16.154,42.0
Kingston FURY Impact 32 GB,73.98,42666,132,2.312,Black,12.003,16.0
PROXMEM KERBEROS 32 GB,0.0,43600,216,0.0,Black / Silver,10.0,18.0
PROXMEM KERBEROS 32 GB,0.0,43200,216,0.0,Black / Silver,11.25,18.0
PROXMEM KERBEROS 16 GB,0.0,43600,28,0.0,Black / Silver,7.778,14.0
PROXMEM KERBEROS 16 GB,0.0,43200,28,0.0,Black / Silver,11.25,18.0
PROXMEM KERBEROS 32 GB,0.0,55600,216,0.0,Black / Silver,12.857,36.0
PROXMEM KERBEROS 32 GB,0.0,56000,216,0.0,Black / Silver,12.0,36.0
PROXMEM KERBEROS 32 GB,0.0,56400,216,0.0,Black / Silver,11.875,38.0
Timetec PINNACLE Konduit 32 GB,0.0,43200,132,0.0,Black,10.0,16.0
Timetec PINNACLE Konduit RGB 32 GB,0.0,43200,132,0.0,Black,10.0,16.0
Timetec PINNACLE Konduit RGB 32 GB,0.0,43200,216,0.0,Black,10.0,16.0
Timetec PINNACLE Konduit RGB 16 GB,0.0,43200,116,0.0,Black,10.0,16.0
Timetec PINNACLE Konduit 64 GB,0.0,43600,232,0.0,White,10.0,18.0
Timetec PINNACLE Konduit 32 GB,0.0,43600,132,0.0,White,10.0,18.0
Timetec PINNACLE Konduit 32 GB,0.0,43600,132,0.0,Black,10.0,18.0
Timetec PINNACLE Konduit 8 GB,0.0,43600,18,0.0,Black,10.0,18.0
Timetec PINNACLE Konduit RGB 64 GB,0.0,43600,232,0.0,Black,10.0,18.0
Timetec PINNACLE Konduit RGB 32 GB,0.0,43600,132,0.0,Black,10.0,18.0
Timetec PINNACLE Konduit RGB 32 GB,0.0,43600,216,0.0,Black,10.0,18.0
Timetec PINNACLE Konduit RGB 16 GB,0.0,43600,116,0.0,White,10.0,18.0
Timetec PINNACLE Konduit RGB 16 GB,0.0,43600,116,0.0,Black,10.0,18.0
GeIL Polaris RGB 32 GB,0.0,56000,216,0.0,Red,12.667,38.0
Crucial CT8G48C40S8U5 8 GB,0.0,54800,18,0.0,Black,16.667,40.0
GeIL Polaris 32 GB,0.0,55600,216,0.0,Red,16.429,46.0
GeIL Polaris RGB SYNC 32 GB,0.0,57200,216,0.0,Red,10.0,36.0
TEAMGROUP T-Force Vulcan alpha 16 GB,0.0,56000,116,0.0,Red,12.667,38.0
TEAMGROUP T-Force Vulcan alpha 16 GB,0.0,55600,116,0.0,Red,14.286,40.0
TEAMGROUP T-Force Vulcan alpha 16 GB,0.0,55200,28,0.0,Red,14.615,38.0
TEAMGROUP T-Force Vulcan alpha 16 GB,0.0,55200,28,0.0,Black,14.615,38.0
TEAMGROUP T-Force Vulcan alpha 8 GB,0.0,55200,18,0.0,Red,14.615,38.0
TEAMGROUP T-Force Vulcan alpha 8 GB,0.0,55200,18,0.0,Black,14.615,38.0
TEAMGROUP T-Force Vulcan alpha 8 GB,0.0,55200,18,0.0,Red,14.615,38.0
TEAMGROUP T-Force Vulcan alpha 8 GB,0.0,55200,18,0.0,Black,14.615,38.0
Mushkin Enhanced Redline Stiletto 32 GB,0.0,44133,216,0.0,Black,9.194,19.0
OLOy Blade RGB 32 GB,0.0,43200,216,0.0,Black / Silver,10.0,16.0
OLOy Blade RGB 16 GB,0.0,43200,28,0.0,Black / Silver,10.0,16.0
OLOy Blade RGB 16 GB,0.0,44266,28,0.0,Silver,8.439,18.0
OLOy Blade RGB 16 GB,0.0,44000,28,0.0,Silver,8.0,16.0
OLOy Blade RGB 16 GB,0.0,44000,28,0.0,Black / Silver,9.0,18.0
OLOy Blade RGB 16 GB,0.0,43200,28,0.0,Silver,8.75,14.0
OLOy Blade RGB 16 GB,0.0,44600,28,0.0,Black / Silver,7.826,18.0
OLOy Blade RGB 16 GB,0.0,44400,28,0.0,Black / Silver,8.182,18.0
OLOy Blade RGB 16 GB,0.0,43200,28,0.0,Black,10.0,16.0
Silicon Power XPOWER Zenith Gaming 64 GB,0.0,56000,232,0.0,Black,13.333,40.0
Silicon Power XPOWER Zenith Gaming 32 GB,0.0,56000,132,0.0,White,13.333,40.0
Silicon Power XPOWER Zenith Gaming 32 GB,0.0,56000,132,0.0,Black,13.333,40.0
Silicon Power XPOWER Zenith Gaming 16 GB,0.0,56000,116,0.0,Black,13.333,40.0
OLOy WarHawk RGB 32 GB,0.0,43200,216,0.0,Black / Silver,10.0,16.0
OLOy WarHawk RGB 32 GB,0.0,43200,216,0.0,White / Silver,10.0,16.0
OLOy WarHawk RGB 32 GB,0.0,43600,216,0.0,Black / Silver,10.0,18.0
OLOy WarHawk RGB 32 GB,0.0,43600,216,0.0,Black / Silver,10.0,18.0
OLOy WarHawk RGB 16 GB,0.0,43600,116,0.0,Black / Silver,10.0,18.0
OLOy WarHawk RGB 32 GB,0.0,44000,216,0.0,White / Silver,9.0,18.0
GeIL ORION V RGB 32 GB,0.0,55200,216,0.0,Red,13.077,34.0
GeIL ORION V RGB 16 GB,0.0,55200,116,0.0,Black,13.077,34.0
GeIL ORION V RGB 16 GB,0.0,55200,116,0.0,Red,13.077,34.0
GeIL ORION V RGB 32 GB,0.0,55200,216,0.0,Black,16.154,42.0
GeIL ORION V RGB 32 GB,0.0,55200,216,0.0,Red,16.154,42.0
GeIL ORION V RGB 16 GB,0.0,55200,116,0.0,Black,16.154,42.0
GeIL ORION V RGB 16 GB,0.0,55200,116,0.0,Red,16.154,42.0
GeIL ORION V RGB 32 GB,0.0,55600,216,0.0,Black,13.571,38.0
GeIL ORION V RGB 32 GB,0.0,55600,216,0.0,Red,13.571,38.0
GeIL ORION V RGB 16 GB,0.0,55600,116,0.0,Black,13.571,38.0
GeIL ORION V RGB 16 GB,0.0,55600,116,0.0,Red,13.571,38.0
GeIL ORION V RGB 32 GB,0.0,55600,216,0.0,Black,16.429,46.0
GeIL ORION V RGB 32 GB,0.0,55600,216,0.0,Red,16.429,46.0
GeIL ORION V RGB 16 GB,0.0,55600,116,0.0,Black,16.429,46.0
GeIL ORION V RGB 16 GB,0.0,55600,116,0.0,Red,16.429,46.0
GeIL ORION V RGB 32 GB,0.0,56000,216,0.0,Black,10.667,32.0
GeIL ORION V RGB 32 GB,0.0,56000,216,0.0,Red,10.667,32.0
GeIL ORION V RGB 16 GB,0.0,56000,116,0.0,Black,10.667,32.0
GeIL ORION V RGB 16 GB,0.0,56000,116,0.0,Red,10.667,32.0
GeIL ORION V RGB 16 GB,0.0,56000,116,0.0,Black,12.667,38.0
GeIL ORION V RGB 16 GB,0.0,56000,116,0.0,Red,12.667,38.0
GeIL ORION V RGB 32 GB,0.0,56400,216,0.0,Black,11.875,38.0
GeIL ORION V RGB 32 GB,0.0,56400,216,0.0,Red,11.875,38.0
GeIL ORION V RGB 16 GB,0.0,56400,116,0.0,Black,11.875,38.0
GeIL ORION V RGB 16 GB,0.0,56400,116,0.0,Red,11.875,38.0
GeIL ORION V RGB 32 GB,0.0,56800,216,0.0,Black,10.588,36.0
GeIL ORION V RGB 32 GB,0.0,56800,216,0.0,Red,10.588,36.0
GeIL ORION V RGB 16 GB,0.0,56800,116,0.0,Black,10.588,36.0
GeIL ORION V RGB 16 GB,0.0,56800,116,0.0,Red,10.588,36.0
GeIL ORION V RGB 32 GB,0.0,57200,216,0.0,Red,10.0,36.0
GeIL ORION V RGB 16 GB,0.0,57200,116,0.0,Black,10.0,36.0
GeIL ORION V RGB 16 GB,0.0,57200,116,0.0,Red,10.0,36.0
GeIL ORION V RGB 32 GB,0.0,57600,216,0.0,Black,9.474,36.0
GeIL ORION V RGB 32 GB,0.0,57600,216,0.0,Red,9.474,36.0
GeIL ORION V RGB 16 GB,0.0,57600,116,0.0,Black,9.474,36.0
GeIL ORION V RGB 16 GB,0.0,57600,116,0.0,Red,9.474,36.0
GeIL ORION V RGB 32 GB,0.0,58000,216,0.0,Red,9.5,38.0
GeIL ORION V RGB 16 GB,0.0,58000,116,0.0,Red,9.5,38.0
GeIL ORION V 32 GB,0.0,55200,216,0.0,Black,13.077,34.0
GeIL ORION V 16 GB,0.0,55200,116,0.0,Black,13.077,34.0
GeIL ORION V 16 GB,0.0,55200,116,0.0,Red,13.077,34.0
GeIL ORION V 32 GB,0.0,55200,216,0.0,Black,16.154,42.0
GeIL ORION V 32 GB,0.0,55200,216,0.0,Red,16.154,42.0
GeIL ORION V 16 GB,0.0,55200,116,0.0,Black,16.154,42.0
GeIL ORION V 16 GB,0.0,55200,116,0.0,Red,16.154,42.0
GeIL ORION V 32 GB,0.0,55600,216,0.0,Black,13.571,38.0
GeIL ORION V 32 GB,0.0,55600,216,0.0,Red,13.571,38.0
GeIL ORION V 16 GB,0.0,55600,116,0.0,Black,13.571,38.0
GeIL ORION V 16 GB,0.0,55600,116,0.0,Red,13.571,38.0
GeIL ORION V 32 GB,0.0,55600,216,0.0,Black,16.429,46.0
GeIL ORION V 32 GB,0.0,55600,216,0.0,Red,16.429,46.0
GeIL ORION V 16 GB,0.0,55600,116,0.0,Black,16.429,46.0
GeIL ORION V 16 GB,0.0,55600,116,0.0,Red,16.429,46.0
GeIL ORION V 32 GB,0.0,56000,216,0.0,Black,10.667,32.0
GeIL ORION V 32 GB,0.0,56000,216,0.0,Red,10.667,32.0
GeIL ORION V 16 GB,0.0,56000,116,0.0,Black,10.667,32.0
GeIL ORION V 16 GB,0.0,56000,116,0.0,Red,10.667,32.0
GeIL ORION V 32 GB,0.0,56000,216,0.0,Black,12.667,38.0
GeIL ORION V 32 GB,0.0,56000,216,0.0,Red,12.667,38.0
GeIL ORION V 16 GB,0.0,56000,116,0.0,Black,12.667,38.0
GeIL ORION V 16 GB,0.0,56000,116,0.0,Red,12.667,38.0
GeIL ORION V 32 GB,0.0,56400,216,0.0,Red,11.875,38.0
GeIL ORION V 16 GB,0.0,56400,116,0.0,Black,11.875,38.0
GeIL ORION V 16 GB,0.0,56400,116,0.0,Red,11.875,38.0
GeIL ORION V 32 GB,0.0,56800,216,0.0,Black,10.588,36.0
GeIL ORION V 32 GB,0.0,56800,216,0.0,Red,10.588,36.0
GeIL ORION V 16 GB,0.0,56800,116,0.0,Black,10.588,36.0
GeIL ORION V 16 GB,0.0,56800,116,0.0,Red,10.588,36.0
GeIL ORION V 32 GB,0.0,57200,216,0.0,Black,10.0,36.0
GeIL ORION V 32 GB,0.0,57200,216,0.0,Red,10.0,36.0
GeIL ORION V 16 GB,0.0,57200,116,0.0,Black,10.0,36.0
GeIL ORION V 16 GB,0.0,57200,116,0.0,Red,10.0,36.0
GeIL ORION V 32 GB,0.0,57600,216,0.0,Red,9.474,36.0
GeIL ORION V 16 GB,0.0,57600,116,0.0,Black,9.474,36.0
GeIL ORION V 16 GB,0.0,57600,116,0.0,Red,9.474,36.0
GeIL ORION V 32 GB,0.0,58000,216,0.0,Black,9.5,38.0
GeIL ORION V 32 GB,0.0,58000,216,0.0,Red,9.5,38.0
GeIL ORION V RGB AMD 32 GB,0.0,55200,216,0.0,Red,16.154,42.0
GeIL ORION V RGB AMD 16 GB,0.0,55200,116,0.0,Black,16.154,42.0
GeIL ORION V RGB AMD 32 GB,0.0,55200,216,0.0,Black,13.077,34.0
GeIL ORION V RGB AMD 32 GB,0.0,55200,216,0.0,Red,13.077,34.0
GeIL ORION V RGB AMD 16 GB,0.0,55200,116,0.0,Black,13.077,34.0
GeIL ORION V RGB AMD 16 GB,0.0,55200,116,0.0,Red,13.077,34.0
GeIL ORION V RGB AMD 32 GB,99.99,55600,216,3.125,Black,13.571,38.0
GeIL ORION V RGB AMD 32 GB,0.0,55600,216,0.0,Red,13.571,38.0
GeIL ORION V RGB AMD 16 GB,0.0,55600,116,0.0,Black,13.571,38.0
GeIL ORION V RGB AMD 16 GB,0.0,55600,116,0.0,Red,13.571,38.0
GeIL ORION V RGB AMD 32 GB,0.0,55600,216,0.0,Black,16.429,46.0
GeIL ORION V RGB AMD 32 GB,0.0,55600,216,0.0,Red,16.429,46.0
GeIL ORION V RGB AMD 16 GB,0.0,55600,116,0.0,Black,16.429,46.0
GeIL ORION V RGB AMD 16 GB,0.0,55600,116,0.0,Red,16.429,46.0
GeIL ORION V RGB AMD 32 GB,0.0,56000,216,0.0,Black,10.667,32.0
GeIL ORION V RGB AMD 32 GB,0.0,56000,216,0.0,Red,10.667,32.0
GeIL ORION V RGB AMD 16 GB,0.0,56000,116,0.0,Black,10.667,32.0
GeIL ORION V RGB AMD 16 GB,0.0,56000,116,0.0,Red,10.667,32.0
GeIL ORION V RGB AMD 32 GB,0.0,56000,216,0.0,Red,12.667,38.0
GeIL ORION V RGB AMD 16 GB,0.0,56000,116,0.0,Black,12.667,38.0
GeIL ORION V RGB AMD 16 GB,0.0,56000,116,0.0,Red,12.667,38.0
GeIL ORION V AMD 32 GB,0.0,55200,216,0.0,Black,16.154,42.0
GeIL ORION V AMD 32 GB,0.0,55200,216,0.0,Red,16.154,42.0
GeIL ORION V AMD 16 GB,0.0,55200,116,0.0,Red,16.154,42.0
GeIL ORION V AMD 32 GB,0.0,55200,216,0.0,Black,13.077,34.0
GeIL ORION V AMD 32 GB,0.0,55200,216,0.0,Red,13.077,34.0
GeIL ORION V AMD 16 GB,0.0,55200,116,0.0,Black,13.077,34.0
GeIL ORION V AMD 16 GB,0.0,55200,116,0.0,Red,13.077,34.0
GeIL ORION V AMD 32 GB,0.0,55600,216,0.0,Black,13.571,38.0
GeIL ORION V AMD 32 GB,0.0,55600,216,0.0,Red,13.571,38.0
GeIL ORION V AMD 16 GB,0.0,55600,116,0.0,Black,13.571,38.0
GeIL ORION V AMD 16 GB,0.0,55600,116,0.0,Red,13.571,38.0
GeIL ORION V AMD 32 GB,0.0,55600,216,0.0,Black,16.429,46.0
GeIL ORION V AMD 32 GB,0.0,55600,216,0.0,Red,16.429,46.0
GeIL ORION V AMD 16 GB,0.0,55600,116,0.0,Black,16.429,46.0
GeIL ORION V AMD 16 GB,0.0,55600,116,0.0,Red,16.429,46.0
GeIL ORION V AMD 32 GB,0.0,56000,216,0.0,Black,10.667,32.0
GeIL ORION V AMD 32 GB,0.0,56000,216,0.0,Red,10.667,32.0
GeIL ORION V AMD 16 GB,0.0,56000,116,0.0,Black,10.667,32.0
GeIL ORION V AMD 16 GB,0.0,56000,116,0.0,Red,10.667,32.0
GeIL ORION V AMD 32 GB,0.0,56000,216,0.0,Black,12.667,38.0
GeIL ORION V AMD 32 GB,0.0,56000,216,0.0,Red,12.667,38.0
GeIL ORION V AMD 16 GB,0.0,56000,116,0.0,Black,12.667,38.0
GeIL ORION V AMD 16 GB,0.0,56000,116,0.0,Red,12.667,38.0
TEAMGROUP Elite Plus 32 GB,0.0,42666,132,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 16 GB,0.0,42666,116,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 8 GB,0.0,42666,18,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 8 GB,0.0,42666,18,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 4 GB,0.0,42666,14,0.0,Black / Gold,14.254,19.0
TEAMGROUP TPD432G3200HC2201 32 GB,0.0,43200,132,0.0,Black / Gold,13.75,22.0
TEAMGROUP TPD48G3200HC22016 8 GB,0.0,43200,18,0.0,Black / Gold,13.75,22.0
TEAMGROUP TPD48G3200HC2201 8 GB,0.0,43200,18,0.0,Black / Gold,13.75,22.0
TEAMGROUP TPD44G3200HC2201 4 GB,0.0,43200,14,0.0,Black / Gold,13.75,22.0
TEAMGROUP Elite Plus 4 GB,0.0,42133,14,0.0,Black / Gold,14.065,15.0
TEAMGROUP Elite Plus 8 GB,0.0,42133,18,0.0,Black / Gold,14.065,15.0
TEAMGROUP Elite Plus 16 GB,0.0,42133,116,0.0,Black / Gold,14.065,15.0
TEAMGROUP Elite Plus 32 GB,0.0,42400,132,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 8 GB,0.0,42400,18,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 32 GB,0.0,42400,132,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 16 GB,0.0,42400,116,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 8 GB,0.0,42400,18,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 4 GB,0.0,42400,14,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 32 GB,0.0,42666,132,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 16 GB,0.0,42666,116,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 8 GB,0.0,42666,18,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 4 GB,0.0,42666,14,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 32 GB,0.0,43200,132,0.0,Black / Gold,13.75,22.0
TEAMGROUP Elite Plus 8 GB,0.0,43200,18,0.0,Black / Gold,13.75,22.0
TEAMGROUP Elite Plus 4 GB,0.0,43200,14,0.0,Black / Gold,13.75,22.0
TEAMGROUP Elite Plus 8 GB,0.0,42133,24,0.0,Black / Gold,14.065,15.0
TEAMGROUP Elite Plus 32 GB,0.0,42133,216,0.0,Black / Gold,14.065,15.0
TEAMGROUP Elite Plus 16 GB,0.0,42133,44,0.0,Black / Gold,14.065,15.0
TEAMGROUP Elite Plus 32 GB,0.0,42133,48,0.0,Black / Gold,14.065,15.0
TEAMGROUP Elite Plus 32 GB,0.0,42400,48,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 16 GB,0.0,42400,44,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 64 GB,0.0,42400,232,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 32 GB,0.0,42400,216,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 16 GB,0.0,42666,28,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 64 GB,0.0,42666,232,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 16 GB,0.0,42666,44,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 32 GB,0.0,42666,48,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 64 GB,0.0,43200,232,0.0,Black / Gold,13.75,22.0
TEAMGROUP Elite Plus 8 GB,0.0,43200,24,0.0,Black / Gold,13.75,22.0
TEAMGROUP Elite Plus 64 GB,0.0,42400,232,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 32 GB,0.0,42400,216,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 8 GB,0.0,42400,24,0.0,Black / Gold,13.333,16.0
TEAMGROUP Elite Plus 64 GB,0.0,42666,232,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 32 GB,0.0,42666,216,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 16 GB,0.0,42666,28,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 16 GB,0.0,42666,28,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 8 GB,0.0,42666,24,0.0,Black / Gold,14.254,19.0
TEAMGROUP Elite Plus 64 GB,0.0,43200,232,0.0,Black / Gold,13.75,22.0
TEAMGROUP Elite Plus 32 GB,0.0,43200,216,0.0,Black / Gold,13.75,22.0
TEAMGROUP Elite Plus 16 GB,0.0,43200,28,0.0,Black / Gold,13.75,22.0
TEAMGROUP Elite Plus 8 GB,0.0,43200,24,0.0,Black / Gold,13.75,22.0
TEAMGROUP Elite Plus 16 GB,0.0,42133,116,0.0,Red / Black,14.065,15.0
TEAMGROUP Elite Plus 8 GB,0.0,42133,18,0.0,Red / Black,14.065,15.0
TEAMGROUP Elite Plus 4 GB,0.0,42133,14,0.0,Red / Black,14.065,15.0
TEAMGROUP Elite Plus 32 GB,0.0,42400,132,0.0,Red / Black,13.333,16.0
TEAMGROUP Elite Plus 4 GB,0.0,42400,14,0.0,Red / Black,13.333,16.0
TEAMGROUP Elite Plus 32 GB,0.0,42666,132,0.0,Red / Black,14.254,19.0
TEAMGROUP Elite Plus 16 GB,0.0,42666,116,0.0,Red / Black,14.254,19.0
TEAMGROUP Elite Plus 8 GB,0.0,42666,18,0.0,Red / Black,14.254,19.0
TEAMGROUP Elite Plus 8 GB,0.0,42666,18,0.0,Red / Black,14.254,19.0
