name,price,size,color,rpm,airflow,noise_level,pwm
Lian Li Uni Fan SL-Infinity 3-Pack,84.0,120,Black,0.0,"0,61.3","0,29",True
Corsair iCUE SP120 RGB ELITE 3-Pack,59.99,120,Black / White,4001500.0,Unknown,Unknown,True
Lian Li Uni Fan SL-Infinity 3-Pack,83.9,120,White,0.0,"0,61.3","0,29",True
Noctua NF-A12x25 PWM chromax.black.swap,34.95,120,Black,4502000.0,60.09,22.6,True
Lian Li Uni Fan SL-Infinity,29.99,120,Black,0.0,"0,61.3","0,29",True
Lian Li UNI FAN SL V2 3-Pack,82.99,120,White / Silver,2502000.0,64.5,29.2,True
ARCTIC P12 PST 5-Pack,34.99,120,Black,2001800.0,56.3,22.5,True
Lian Li UNI FAN SL-INF Reverse Blade,35.72,120,White / Black,2002100.0,63.6,32,True
Lian Li Uni Fan SL-Infinity,26.99,120,White,0.0,"0,61.3","0,29",True
Corsair iCUE LINK QX120 RGB Starter Kit 3-Pack,124.99,120,Black,4802400.0,"16.44,63.1",Unknown,True
Lian Li UNI FAN SL-INF Reverse Blade,29.99,120,White,2002100.0,63.6,32,True
Lian Li UNI FAN SL V2 3-Pack,77.99,120,Black / Silver,2502000.0,64.5,29.2,True
Thermalright TL-C12C X3 3-Pack,11.9,120,Black,1550.0,66.17,25.6,True
NZXT F120 RGB 3-Pack,77.33,120,White,5001800.0,"13.94,50.18","17.2,27.5",True
NZXT F120 RGB Core,0.0,120,White,5001800.0,78.86,33.88,True
Noctua A14 PWM chromax.black.swap,26.95,140,Multicolor,3001500.0,82.52,24.6,True
ARCTIC P12,8.99,120,Black,2001800.0,56.3,Unknown,True
Thermalright TL-C12C-S X3 3-Pack,13.59,120,Black,1550.0,66.17,25.6,True
Noctua A12x25 PWM,32.95,120,Brown,4502000.0,"49.73,60.1","18.8,22.6",True
Corsair iCUE LINK QX120 RGB Starter Kit 3-Pack,159.99,120,White,4802400.0,"16.44,63.1",Unknown,True
Deepcool FC120-3 IN 1 3-Pack,34.99,120,Black,5001800.0,61.91,28,True
Corsair ML120 PRO 3-Pack,166.1,120,Black / White,4001600.0,47.3,25,True
NZXT F120 RGB 3-Pack,77.33,120,Black,5001800.0,"13.94,50.18","17.2,27.5",True
be quiet! Silent Wings Pro 4,27.9,120,Black,3000.0,83.9,36.9,True
ARCTIC P12 Max,9.99,120,Black,2003300.0,81.04,Unknown,True
Lian Li Uni Fan SL-Infinity,29.99,140,Black,2001600.0,72.7,28,True
Thermalright TL-C12CW-S X3 3-Pack,13.19,120,White,1550.0,66.17,25.6,True
Noctua P12 redux-1700 PWM,15.95,120,Gray,4501700.0,70.75,25.1,True
NZXT F120 RGB Core,0.0,120,Black,5001800.0,78.86,33.88,True
Noctua A14 PWM,23.95,140,Brown,3001500.0,"68,82.5","19.2,24.6",True
Lian Li Uni Fan SL-Infinity,29.99,140,White,2001600.0,72.7,28,True
ARCTIC P12 Max 5-Pack,35.99,120,Black,2003300.0,81.04,Unknown,True
Corsair iCUE AR120 Digital RGB 3-Pack,44.99,120,Black,4001850.0,"10.7,59","10,27.3",True
Corsair iCUE SP120 RGB ELITE,19.98,120,Black / White,4001500.0,Unknown,Unknown,True
be quiet! Pure Wings 2,9.9,120,Black,5001500.0,"51.4,87",20.2,True
Corsair iCUE AF120 RGB ELITE 3-Pack,76.3,120,Black,5502100.0,"13.8,65.57","5,34.1",True
Thermalright TL-C12B-S V3 X3 3-Pack,16.89,120,Black,1500.0,66.17,25.6,True
Deepcool FK120 3-Pack,29.99,120,Unknown,5001850.0,68.99,28,True
ARCTIC P14 PST,12.99,140,Black,2001700.0,72.8,22.5,True
be quiet! Silent Wings Pro 4,27.9,140,Black,2400.0,97.41,36.8,True
Lian Li UNI FAN SL V2,26.99,120,Black / Silver,2502000.0,64.5,29.2,True
Thermalright TL-C12C-S,0.0,120,Black,1550.0,66.17,25.6,True
Lian Li UNI FAN SL-INF Reverse Blade,29.85,140,Black / White,2001600.0,71.6,28.6,True
Lian Li UNI FAN SL V2,26.99,120,White / Silver,2502000.0,64.5,29.2,True
ARCTIC P12 PST A-RGB 0dB 3-Pack,42.99,120,Black,0.0,48.8,Unknown,True
Lian Li UNI FAN TL LCD 120 3-Pack,149.99,120,White,0.0,90.1,33,True
Corsair LL120 3-Pack,69.99,120,Black,6001500.0,43.25,24.8,True
Noctua F12 industrialPPC-3000 PWM,27.95,120,Brown / Black,7503000.0,109.89,43.5,True
ARCTIC P12 Slim PWM PST 3-Pack,22.36,120,Black,3002100.0,42.1,22.5,True
Montech AX120,9.9,120,Black,8001600.0,59,27,True
Thermalright TL-S12 X3 3-Pack,16.89,120,Black,1500.0,47.6,23.2,True
Noctua A14 industrialPPC-3000 PWM,29.95,140,Brown / Black,8003000.0,158.5,41.3,True
Lian Li UNI FAN SL V2 120 Reverse,25.0,120,Black,2502000.0,65.4,32,True
Thermalright TL-S12W X3 3-Pack,17.89,120,White,1500.0,47.6,23.2,True
Lian Li UNI FAN TL LCD 120 3-Pack,145.0,120,Black,0.0,90.1,33,True
Lian Li UNI FAN TL LCD 120 Reverse Blade 3-Pack,141.99,120,Black,0.0,83.4,34,True
Deepcool FC120 WHITE-3 IN 1 3-Pack,34.99,120,White,5001800.0,61.91,28,True
NZXT F RGB Core 2-Pack,69.98,140,Black,5001800.0,"24.85,89.48","20,32.5",True
NZXT F120Q,24.98,120,Black,5001200.0,"27.77,64","16.7,22.5",True
Corsair iCUE LINK QX140 RGB Starter Kit 2-Pack,119.99,140,Black,4002000.0,"12.1,82.5",Unknown,True
Noctua A12x15 PWM chromax.black.swap,26.95,120,Black / Multicolor,4501850.0,55.44,23.9,True
Phanteks D30-120 Reversed 3-Pack,89.99,120,Black,2502000.0,61.5,31.8,True
Lian Li UNI FAN TL LCD 120 Reverse Blade 3-Pack,134.99,120,White,0.0,83.4,34,True
Lian Li UNI FAN SL V2 120 Reverse,26.0,120,White,2502000.0,65.4,32,True
NZXT F140 RGB 2-Pack,69.99,140,White,5001800.0,"24.85,89.48","20,32.5",True
NZXT F120 RGB Core 3-Pack,69.99,120,White,5001800.0,78.86,33.88,True
Lian Li UNI FAN SL-INF Reverse Blade,29.18,140,White,2001600.0,71.6,28.6,True
Deepcool FC120,15.99,120,Black,5001800.0,Unknown,Unknown,True
Corsair iCUE AR120 Digital RGB 3-Pack,44.99,120,White,4001850.0,"10.7,59","10,27.3",True
Phanteks PH-F120T30,34.98,120,Black / Gray,0.0,"0,101","0,39.7",True
be quiet! Light Wings PWM high-speed 3-Pack,54.9,120,Black,2500.0,52.3,31,True
Noctua F12 PWM,21.78,120,Brown,3001500.0,"43.73,54.97","18.6,22.4",True
Corsair iCUE SP RGB ELITE 3-Pack,69.98,120,White,4001500.0,47.73,28,True
ARCTIC P12 PST,10.34,120,White,2001800.0,56.3,Unknown,True
Lian Li UNI FAN SL V2,34.98,140,Black / Silver,2501600.0,77.6,29,True
ARCTIC P12 Slim PWM PST,8.99,120,Black,3002100.0,41.1,22.5,True
Phanteks D30-120 Reversed 3-Pack,89.99,120,White,2502000.0,61.5,31.8,True
NZXT F120 RGB,24.99,120,White,5001800.0,"13.94,50.18","17.2,27.5",True
Asus TUF Gaming TF120 ARGB 3-Pack,49.99,120,Black / White,2501900.0,76,29,True
Corsair LL120 3-Pack,69.98,120,White,2200.0,63,36,True
Corsair AF120 ELITE,19.55,120,Black,4001850.0,"10.9,59.1",31.5,True
be quiet! Pure Wings 2,9.9,140,Black,4001000.0,61.2,19.8,True
Corsair iCUE AR120 Digital RGB,19.98,120,Black,4001850.0,"10.7,59","10,27.3",True
ARCTIC P14 PWM PST A-RGB,0.0,140,Black,0.0,"0,68",Unknown,True
Lian Li UNI FAN P28 3-Pack,56.9,120,Black,2002600.0,"44.94,92","20.4,32.1",True
Thermalright TL-C12RW-S V2,6.99,120,Black / White,1500.0,58,25.6,True
NZXT F140 RGB 2-Pack,69.99,140,Black,5001800.0,"24.85,89.48","20,32.5",True
NZXT F120 RGB DUO 3-Pack,93.99,120,Black,5001800.0,48.58,29,True
Lian Li UNI FAN AL120 V2 3-Pack,74.56,120,Black,2502000.0,77.3,28.7,True
Montech RX120,12.9,120,Black,8001600.0,59,27,True
Corsair iCUE AF120 RGB ELITE 3-Pack,89.99,120,White,5502100.0,"13.8,65.57","5,34.1",True
NZXT F120 RGB DUO,42.98,120,Black,5001800.0,48.58,29,True
ARCTIC P14 Max,12.99,140,Black,4002800.0,95,Unknown,True
Corsair iCUE QL120 3-Pack,89.99,120,Black,1500.0,41.8,26,True
Phanteks D30-120,33.98,120,Black,2502000.0,64.3,30.2,True
Corsair SP120 ELITE,14.99,120,Black,3001300.0,"6.37,45.4","5,20.6",True
Phanteks PH-F120T30 3-Pack,84.99,120,Black / Gray,0.0,"0,101","0,39.7",True
NZXT F120P,24.98,120,Black,5001800.0,"21.67,78.02","17.9,30.6",True
Thermalright TL-C14C-S,0.0,140,Black,1500.0,75.8,26.4,True
ARCTIC P12 PST A-RGB 0dB,16.98,120,Black,0.0,48.8,Unknown,True
Phanteks D30-120 3-Pack,89.99,120,Black,2502000.0,64.3,30.2,True
Lian Li UNI FAN AL120 V2 3-Pack,64.0,120,White,2502000.0,77.3,28.7,True
Lian Li UNI FAN SL V2,29.99,140,White / Silver,2501600.0,77.6,29,True
Corsair LL120,27.99,120,Black,6001500.0,43.25,24.8,True
ARCTIC P14 PST,12.99,140,White,2001700.0,72.8,22.5,True
Cooler Master MasterFan MF Halo 3-Pack,56.03,120,Black,6501800.0,47.2,"6,30",True
Montech RX120,12.9,120,White,8001600.0,59,27,True
Noctua F12 PWM chromax.black.swap,24.75,120,Multicolor,3001500.0,54.97,22.4,True
Corsair iCUE LINK RX120 3-Pack,94.99,120,Black / White,2100.0,"10.5,74.2","10,36",False
Phanteks D30-120,33.98,120,White,2502000.0,64.3,30.2,True
Thermaltake SWAFAN EX12 ARGB 3-Pack,75.98,120,Black,5002000.0,"56.26,57.11","30.6,32.5",True
ARCTIC P12 5-Pack,23.99,120,Black,1800.0,56.3,Unknown,False
Noctua A9x14 HS-PWM chromax.Black.swap,21.95,92,Black / Multicolor,6002500.0,33.84,23.6,True
Noctua P14s redux-1500 PWM,16.95,140,Black / Gray,4501500.0,78.69,25.8,True
Thermalright TL-S12W,6.99,120,White,1500.0,47.6,23.2,True
NZXT F120 RGB DUO 3-Pack,114.99,120,White,5001800.0,48.58,29,True
Corsair iCUE AF120 RGB SLIM,27.99,120,Black,6002000.0,"13.4,56.3",27.5,True
ARCTIC P14 PST 5-Pack,62.9,140,Black,2001700.0,72.8,22.5,True
Cooler Master SickleFlow 3-Pack,56.93,120,Black,6501800.0,62,"8,27",True
Noctua S12A PWM chromax.black.swap,22.9,120,Multicolor,3001200.0,63.27,17.8,True
Thermalright TL-C12CW,6.59,120,White,1550.0,66.17,25.6,True
Thermalright TL-S12,6.79,120,Black,1500.0,47.6,23.2,True
NZXT F140 RGB,26.99,140,White,5001800.0,"24.85,89.48","20,32.5",True
NZXT F120 RGB Core 3-Pack,69.99,120,Black,5001800.0,78.86,33.88,True
Cooler Master SickleFlow,9.99,120,Black,6501800.0,62,"8,27",True
Lian Li UNI FAN P28 3-Pack,48.0,120,White,2002600.0,"44.94,92","20.4,32.1",True
Corsair iCUE AR120 Digital RGB,18.98,120,White,4001850.0,"10.7,59","10,27.3",True
Thermalright TL-C-C-S,18.89,140,White,1500.0,75.8,26.4,True
be quiet! Pure Wings 3,9.9,120,Black,2100.0,59.6,30.9,True
Noctua A12x15 PWM,21.95,120,Brown,4501850.0,"41.67,55.44","16.8,23.9",True
be quiet! Silent Wings 4,17.89,120,Black,2500.0,76.7,"32.1,31.2",True
Corsair iCUE LINK QX140 RGB Starter Kit 2-Pack,139.99,140,White,4002400.0,"12.1,82.5",Unknown,True
Phanteks D30-120 Reversed,33.98,120,Black,2502000.0,61.5,31.8,True
Thermaltake CT120 ARGB Sync 2-Pack,24.99,120,Black,5002000.0,57.05,25.8,True
NZXT F120 RGB,24.99,120,Black,5001800.0,"13.94,50.18","17.2,27.5",True
Noctua A8 PWM,16.95,80,Brown,4502200.0,"25.84,32.66","13.8,17.7",True
Thermaltake SWAFAN EX12 ARGB 3-Pack,74.98,120,White,5002000.0,"56.26,57.11","30.6,32.5",True
be quiet! Light Wings PWM high-speed 3-Pack,54.9,140,Black,2200.0,71.7,31,True
Corsair iCUE LINK RX120 3-Pack,82.99,120,Black,2100.0,"10.5,74.2","10,36",False
ARCTIC P12 PWM PST A-RGB 0dB 3-Pack,0.0,120,White / Gray,0.0,48.8,Unknown,True
Phanteks D30-120 3-Pack,89.99,120,White,2502000.0,64.3,30.2,True
ARCTIC P12 Max,14.49,120,White,2003300.0,81.04,Unknown,True
Montech AX120,12.9,120,White,8001600.0,59,27,True
Corsair iCUE LINK RX120 3-Pack,89.99,120,White,2100.0,"10.5,74.2","10,36",False
Lian Li UNI FAN SL V2 120 5-Pack,129.99,120,White,2502000.0,64.5,29.2,True
Corsair iCUE AF140 RGB ELITE 2-Pack,74.98,140,Black,5001700.0,"19.5,89","5,33.8",True
Lian Li UNI FAN TL 120 3-Pack,109.0,120,Black,2002600.0,90.1,33,False
NZXT F RGB Core,0.0,140,Black,5001800.0,"24.85,89.48","20,32.5",True
NZXT F120Q,24.98,120,White,5001200.0,"27.77,64","16.7,22.5",True
Thermalright TL-M12W-S,10.59,120,White,1500.0,47.6,23.2,True
Asus TUF Gaming TF120 ARGB,18.98,120,Black / White,2501900.0,76,29,True
Lian Li UNI FAN AL120 V2,17.99,120,White,2502000.0,77.3,28.7,True
Fractal Design Aspect 14 PWM,33.85,140,Black,5001700.0,"20,78","10,35.5",True
Phanteks D30-120 Reversed,32.98,120,White,2502000.0,61.5,31.8,True
Lian Li UNI FAN SL V2 120 5-Pack,129.99,120,Black,2502000.0,64.5,29.2,True
ID-COOLING AF-125 3-Pack,24.99,120,Black,5002000.0,78.25,29.85,True
Lian Li UNI FAN TL 120 Reverse Blade 3-Pack,109.99,120,White,2002300.0,83.4,34,False
Noctua S12B redux-1200 PWM,14.95,120,Black / Gray,4001200.0,59.1,18.1,True
ARCTIC P12,8.49,120,Black,1800.0,56.3,Unknown,False
ID-COOLING XF-12025-ARGB-TRIO 3-Pack,24.99,120,Black / White,7001500.0,62,"18,26.4",True
Lian Li UNI SL120 3-Pack,98.98,120,Black,8001900.0,58.54,"17,31",True
Noctua P14s redux-1200 PWM,16.95,140,Black / Gray,3501200.0,64.92,19.6,True
Noctua A20 PWM chromax.black.swap,36.95,200,Black / Multicolor,350800.0,86.46,18.1,True
ARCTIC P14 Max 5-Pack,0.0,140,Black,4002800.0,95,Unknown,True
Cooler Master SickleFlow 120 ARGB 3 In 1 3-Pack,36.99,120,White,6501800.0,62,"8,27",True
BGears b-Blaster,37.98,140,Black,5200.0,308,70,False
NZXT F RGB Core 2-Pack,0.0,140,White,5001800.0,"24.85,89.48","20,32.5",True
Lian Li UNI FAN TL 120 Reverse Blade 3-Pack,109.99,120,Black,2002300.0,83.4,34,False
be quiet! Light Wings PWM 3-Pack,54.9,120,Black,1700.0,41.51,20.6,True
Xigmatek eXTREME SILENT,4.49,80,Black,2200.0,36,24,False
ARCTIC P12,9.47,120,Black / Transparent,2001800.0,56.3,22.5,True
NZXT F120 RGB DUO,32.99,120,White,5001800.0,48.58,29,True
Thermalright TL-P12-S,6.59,120,Black / White,1500.0,52.86,22.1,True
Lian Li UNI FAN AL120 V2,27.99,120,Black,2502000.0,77.3,28.7,True
Phanteks M25-120 PWM D-RGB 3-Pack,29.99,120,Black,5002000.0,84.26,35.7,True
Corsair iCUE QL120 3-Pack,98.99,120,White / Black,5251500.0,41.8,26,True
Corsair iCUE SP140 RGB ELITE 2-Pack,69.98,140,Black / White,4051200.0,Unknown,Unknown,True
Phanteks PH-F140D30R 3-Pack,89.99,140,Black,2501800.0,71.76,32.1,True
Cooler Master MOBIUS 120P ARGB,20.98,120,Black,0.0,75.2,30,True
be quiet! Silent Wings 4,23.9,140,Black,1100.0,51.3,13.6,True
Phanteks M25-140 PWM,10.99,140,Black,5001800.0,104.62,36.57,True
NZXT F140 RGB,26.99,140,Black,5001800.0,"24.85,89.48","20,32.5",True
Corsair iCUE ML RGB ELITE Premium 3-Pack,59.25,120,Black,4502000.0,"14.86,58.1","10,30.4",True
Thermalright TL-M12-S,7.89,120,Black,1500.0,47.6,23.2,True
be quiet! Pure Wings 3,11.9,140,Black,1800.0,72.2,30.5,True
Noctua R8 redux-1800 PWM,12.95,80,Black / Gray,3251800.0,31.37,17.1,True
Corsair LL120,34.99,120,White,2200.0,63,36,True
Lian Li UNI FAN AL140 V2,30.99,140,Black,2501600.0,81.3,26.8,True
Lian Li UNI FAN TL 120 3-Pack,101.99,120,White,2002600.0,90.1,33,False
Thermalright TL-C12B-S V3,7.19,120,Black,1500.0,66.17,25.6,True
NZXT AER RGB 2,44.99,140,Black,5001500.0,"30.39,91.19","22,33",True
Asus ROG STRIX XF,24.98,120,Black,1800.0,62.5,22.5,True
NZXT F140Q,26.98,140,Black,5001200.0,"42.92,101","18,23",True
Phanteks M25-140 PWM 3-Pack,0.0,140,Black,5001800.0,104.62,36.57,True
upHere T7SYC7 6-Pack,43.99,120,Black,6001700.0,Unknown,"16.1,27.7",True
Asus TUF GAMING TF120 ARGB White 3in1 3-Pack,49.99,120,White,2501900.0,76,29,True
be quiet! Light Wings PWM high-speed,23.93,120,Black,2500.0,52.3,31,True
Thermalright TL-C12 D6,6.19,120,Gray,1500.0,66.17,25.6,True
Thermaltake CT120 2-Pack,21.99,120,Black,5002000.0,57.05,25.8,True
ARCTIC P14,10.99,140,Black,1700.0,72.8,22.5,False
Phanteks M25-140 PWM D-RGB,17.98,140,Black,5001800.0,104.62,36.57,True
Lian Li UNI FAN P28,19.89,120,Black,2002600.0,"44.94,92","20.4,32.1",True
Deepcool FK120,0.0,120,Black,5001850.0,68.99,28,True
Thermaltake CT140 ARGB Sync 2-Pack,44.98,140,Black,5001500.0,77.37,30.5,True
Corsair iCUE SP RGB ELITE,24.99,120,White,4001500.0,47.73,28,True
ARCTIC P12 PST,14.99,120,Black / Translucent Black,2001800.0,56.3,Unknown,True
be quiet! Light Wings 3-Pack,54.9,120,White,2500.0,52.3,31,True
NZXT Aer F,8.94,140,Black,0.0,"34.48,103.43","21,35",True
Cooler Master SickleFlow,0.0,120,Black,6501800.0,62,"8,27",True
ARCTIC F12 PST,9.99,120,Black,2301350.0,53,22.5,True
Phanteks M25-120 PWM D-RGB 3-Pack,29.99,120,White,5002000.0,84.26,35.7,True
Corsair iCUE AF140 RGB ELITE 2-Pack,69.98,140,White,5001700.0,"19.5,89","5,33.8",True
Cooler Master MasterFan MF Halo,21.99,120,Black,6501800.0,47.2,"6,30",True
Corsair iCUE QL120,29.99,120,Black,5251500.0,41.8,26,True
ARCTIC P PST,16.98,140,White,2001900.0,68.9,22.5,True
ARCTIC F12 PST 5-Pack,29.31,120,Black,2301350.0,53,22.5,True
be quiet! Pure Wings 3,8.9,120,Black,1600.0,49.9,25.5,True
Lian Li UNI SL120 3-Pack,0.0,120,White,8001900.0,58.54,"17,31",True
Noctua A14 industrialPPC-2000 IP67 PWM,31.95,140,Brown / Black,5002000.0,107.41,31.5,True
Lian Li UNI FAN AL140 V2,23.99,140,White,2501600.0,81.3,26.8,True
Noctua F12 industrialPPC-2000 PWM,27.95,120,Brown / Black,4502000.0,71.69,29.7,True
Thermaltake TOUGHFAN 2-Pack,40.58,140,Black,5002000.0,119.1,"25.2,33.2",True
Thermaltake CT140 2-Pack,29.99,140,Black,5001500.0,77.37,Unknown,True
Thermalright TL-C12C,6.59,120,Black,1550.0,66.17,25.6,True
Corsair iCUE AF120 RGB SLIM,29.99,120,White,6002000.0,"13.4,56.3",27.5,True
NZXT F140Q,26.98,140,White,5001200.0,"42.92,101","18,23",True
Cooler Master MasterFan MF Halo 3-Pack,72.2,120,White,6501800.0,47.2,"6,30",True
Lian Li Uni Fan SL 2-Pack,83.33,140,White,5001500.0,70.5,30,True
Fractal Design Aspect 12 RGB PWM 3-Pack,48.99,120,Black,5002000.0,"13,56","10,33.2",True
NZXT F140 RGB DUO 2-Pack,73.0,140,Black,5001800.0,84.75,36,True
Noctua A8 PWM chromax.black.swap,40.44,80,Black / Multicolor,4502200.0,32.67,17.7,True
Noctua A9 PWM chromax.black.swap,27.68,92,Black / Multicolor,4002000.0,46.44,22.8,True
Thermalright TL-M12,7.99,120,Black,1500.0,47.6,23.2,True
Corsair HD140,0.0,140,Black / White,6001350.0,74,"18,28.6",True
ID-COOLING ZF,16.98,120,Pink / White,9002000.0,Unknown,"16.3,33.5",True
Thermaltake TOUGHFAN 2-Pack,29.99,120,Black,5002000.0,58.35,22.3,True
MSI MPG F120 ARGB-2B 2-Pack,36.0,120,Black,6001200.0,50.79,25.7,True
Lian Li Uni Fan SL 2-Pack,113.0,140,Black,5001500.0,70.5,30,True
Deepcool CF120 Plus 3-Pack,34.99,120,Black / White,5001800.0,52.5,28.8,True
Corsair iCUE SP140 RGB ELITE,29.99,140,Black / White,4501200.0,Unknown,Unknown,True
ARCTIC P14 PST CO,13.9,140,Black,2001700.0,72.8,22.5,True
Corsair iCUE LINK RX140 2-Pack,79.98,140,Black / White,1700.0,"18.1,95.7","10,36",False
be quiet! Silent Wings 4,17.89,120,Black,1600.0,48.7,18.9,True
be quiet! Light Wings PWM high-speed,24.9,140,Black,2200.0,71.7,31,True
ARCTIC P14 PWM PST A-RGB 3-Pack,0.0,140,Black,0.0,"0,68",Unknown,True
Noctua A14 industrialPPC-2000 PWM,29.95,140,Brown / Black,5002000.0,107.41,31.5,True
Corsair AF140 Quiet,0.0,140,Black,1150.0,67.8,24,False
be quiet! Pure Wings 2,7.9,120,Black,2000.0,65.51,36.9,True
ARCTIC P12 PST CO,11.47,120,Black,2001800.0,56.3,Unknown,True
Noctua S12A PWM,21.95,120,Brown,3001200.0,Unknown,"10.7,17.8",True
ARCTIC P12 PWM PST A-RGB 0dB,0.0,120,White / Gray,0.0,48.8,Unknown,True
Thermaltake CT140 ARGB Sync 2-Pack,44.98,140,White,5001500.0,77.37,30.5,True
Montech AX,14.9,140,Black,6001600.0,90.5,27.9,True
Thermaltake CT120 ARGB Sync 2-Pack,29.99,120,White,5002000.0,57.05,25.8,True
APNX FP1,10.9,120,Black,5001600.0,74.6,"15.3,33.2",True
Noctua A15 PWM,23.94,140,Brown,9001200.0,Unknown,"13.8,19.2",True
Thermalright TL-B12 EXTREM,10.92,120,Black / Red,3150.0,112,40.5,True
Cooler Master SickleFlow,13.98,120,Black,6501800.0,62,"8,27",True
Lian Li ST120 3-Pack,44.79,120,Black,8001900.0,69.17,32,True
ARCTIC P14 Slim PWM PST,12.99,140,Black,1501800.0,52,Unknown,True
Thermalright TL-P12W-S,7.39,120,White,1500.0,52.86,22.1,True
Cooler Master SickleFlow 120 ARGB,29.03,120,White,6501800.0,62,"8,27",True
Corsair AF120 SLIM,24.99,120,Black,6002000.0,"13.4,56.3","5,25.6",True
ARCTIC P PST 3-Pack,0.0,140,Black / Transparent,0.0,68.9,"0,68.9",True
Phanteks PH-F140D30R 3-Pack,85.49,140,White,2501800.0,71.76,32.1,True
be quiet! Light Wings PWM 3-Pack,54.9,140,Black,1500.0,56,23.3,True
Noctua A9 PWM,18.95,92,Brown,4002000.0,"36.84,46.44","16.3,22.8",True
Corsair AF140 ELITE,25.98,140,Black,4001600.0,"15.3,84.5",31,True
Corsair LL140 2-Pack,92.81,140,Black,6001300.0,51.5,25,True
Phanteks M25-140 PWM D-RGB 3-Pack,34.99,140,Black,5001800.0,104.62,36.57,True
be quiet! Silent Wings Pro 4,32.9,120,White,3000.0,83.9,36.9,True
Phanteks PH-F140D30,29.99,140,Black,2501800.0,71.93,29.5,True
Noctua A15 HS-PWM chromax.black.swap,28.95,140,Multicolor,3001500.0,82.52,24.6,True
ID-COOLING AF-125 3-Pack,24.99,120,White,5002000.0,78.25,29.85,True
Thermaltake SWAFAN EX14 ARGB 3-Pack,89.99,140,White,5002000.0,"79.3,81.6","34.5,38.8",True
HYTE THICC FP12 3-Pack,0.0,120,Black / White,0.0,105.8,"10,47.3",True
Corsair iCUE LINK RX140 2-Pack,72.99,140,Black,1700.0,"18.1,95.7","10,36",False
Cooler Master MasterFan MF Halo,32.98,140,Black / White,6501500.0,55,"6,30",True
be quiet! Pure Wings 3,11.9,140,Black,1200.0,57.4,21.9,True
Fractal Design Dynamic X2 GP-14,23.4,140,Black,1000.0,68.4,18.9,False
Thermaltake SWAFAN EX14 ARGB 3-Pack,85.99,140,Black,5002000.0,"79.3,81.6","34.5,38.8",True
Corsair iCUE AF120 RGB SLIM 2-Pack,65.3,120,Black,6002000.0,"13.4,56.3",27.5,True
Noctua A20 PWM,32.95,200,Brown,350800.0,"59.33,86.46","10.7,18.1",True
Noctua F12 industrialPPC-2000 IP67 PWM,27.95,120,Brown / Black,4502000.0,71.69,29.7,True
Fractal Design Aspect 12 PWM,0.0,120,Black,5002000.0,"13,56","10,33.2",True
NZXT F120P,20.98,120,White,5001800.0,"21.67,78.02","17.9,30.6",True
be quiet! Shadow Wings 2,14.9,120,Black,1100.0,38.5,15.9,True
Lian Li UNI SL120,36.42,120,White,8001900.0,58.54,"17,31",True
ARCTIC F12 5-Pack,22.95,120,Black,1350.0,53,22.5,False
be quiet! Light Wings PWM,24.9,140,Black,1500.0,56,23.3,True
EK Loop Fan FPT 120 D-RGB,28.55,120,Black,5502300.0,77,36,True
Phanteks M25-120 PWM 3-Pack,29.98,120,Black,5002000.0,84.26,35.7,True
Noctua NF-A6x25-PWM,14.95,60,Brown,5503000.0,"13.3,17.19","13.7,19.3",True
Thermalright TL-C14C,8.99,140,Black,1500.0,75.8,26.4,True
NZXT F140 RGB DUO 2-Pack,0.0,140,White,5001800.0,84.75,36,True
be quiet! Pure Wings 3 PWM High-Speed,10.9,120,White,2100.0,59.6,30.9,True
NZXT F RGB Core,0.0,140,White,5001800.0,"24.85,89.48","20,32.5",True
Xigmatek XAF,5.99,120,Black,1500.0,75.3,24,False
Silverstone Air Slimmer 120,34.2,120,Black,0.0,"0,63.67","0,31.7",True
Montech RX,14.9,140,Black,6001600.0,90.5,27.9,True
Lian Li UNI FAN P28,18.89,120,White,2002600.0,"44.94,92","20.4,32.1",True
ID-COOLING AF-ARGB-K 3-Pack,39.99,120,Black,5002000.0,78,29.9,True
Gigabyte AORUS 120 ARGB,19.98,120,Black,8001700.0,"18.52,40.85","7.3,28.6",True
ARCTIC P12 Silent,8.1,120,Black,1050.0,24.1,Unknown,False
Phanteks PH-F140D30 3-Pack,89.99,140,Black,2501800.0,71.93,29.5,True
Thermaltake Pure Plus RGB TT Premium Edition 3-Pack,49.99,140,Black,5001400.0,70.32,30.4,True
Corsair ML140 2-Pack,0.0,140,White / Black,4002000.0,"20,97","16,37",True
Asus TUF GAMING TF120 ARGB White,15.99,120,White,2501900.0,76,29,True
Antec Prizm 5+C 5-Pack,49.99,120,Black,2000.0,45.03,32.6,True
be quiet! Silent Wings 4,22.9,140,Black,1900.0,78.4,29.3,True
PC Cooler Moonlight 5-Pack,45.99,120,Black,10001800.0,54,Unknown,True
Phanteks M25-140 PWM D-RGB 3-Pack,34.99,140,White,5001800.0,104.62,36.57,True
be quiet! Pure Wings 2,9.9,80,Black,4501900.0,26.3,19.2,True
Noctua A4x20 PWM,14.95,40,Brown,12005000.0,"4.89,5.53","12.2,14.9",True
In Win Sirius Loop ASL 3-Pack,30.0,120,Black,5001800.0,50,27,True
Noctua P12 redux-1300 PWM,14.95,120,Gray,3001300.0,54.32,19.8,True
Fractal Design Aspect 12 RGB PWM,0.0,120,Black,5002000.0,"13,56","10,33.2",True
