name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Cobra e-3luered,0.0,Circumaural,2020.0,True,False,Closed,Red
Cobra e-3luewhiteearphone,0.0,Supra-aural,2020.0,True,False,Closed,White
Cobra e3lueblack,0.0,Supra-aural,2020.0,True,False,Closed,Black / Silver
Cobra ehh007red,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Creative Labs EF0330AA001,0.0,Supra-aural,0.0,False,False,Closed,Black / Silver
Creative Labs HS-620,0.0,Circumaural,0.0,True,False,Closed,Black / Silver
Creative Labs HS-420,0.0,Supra-aural,0.0,True,False,Closed,Black / Silver
Creative Labs HS-720,0.0,Supra-aural,0.0,True,False,Closed,Black / Silver
Ergoguys 2810-TI,0.0,Circumaural,2020.0,False,False,Closed,Black / Orange
HiFiMAN HE300,0.0,Circumaural,1522.0,False,False,Closed,Black / Silver
HiFiMAN HE400,0.0,Circumaural,2035.0,False,False,Closed,Black / Blue
HiFiMAN HE6,0.0,Circumaural,865.0,False,False,Closed,Black
Labtec Axis-311,0.0,Supra-aural,0.0,True,False,Closed,Black
Labtec Go-420,0.0,Supra-aural,0.0,False,False,Closed,Black
Labtec LT215REXW,0.0,Earbud,0.0,False,False,Closed,Black
Logitech 960,0.0,Supra-aural,0.0,True,False,Closed,Black
Mad Catz TRI903590003/02/1,0.0,Supra-aural,2020.0,True,False,Closed,Black / Red
Panasonic RP-HJE295-K,0.0,In Ear,0.0,False,False,Closed,Black
Panasonic RP-HS200-D,0.0,In Ear,1022.0,False,False,Closed,Black / Orange
Perixx AX-1000B,0.0,Circumaural,0.0,False,False,Closed,Black / Red
Philips SHE7005A/28,9.99,In Ear,0.0,False,False,Closed,Black
Philips SHE3575BK/28,0.0,In Ear,0.0,False,False,Closed,Pink
Philips SHE9000/28,0.0,In Ear,0.0,False,False,Closed,Black
Philips SHL3000/28,0.0,Supra-aural,0.0,True,False,Closed,Black
Philips SHL3000WT/28,0.0,Circumaural,2020.0,False,False,Closed,Black / White
Philips SHL5200WT/28,49.99,Supra-aural,2020.0,False,False,Closed,White
Philips SHO4200BG,0.0,Supra-aural,0.0,False,False,Closed,Green / Blue
Philips SHO7205/BK,35.0,Supra-aural,1224.0,False,False,Closed,Black / Red
Philips SHO7205/WT,0.0,Supra-aural,1224.0,False,False,Closed,White / Blue
Philips SHS390,0.0,Supra-aural,0.0,False,False,Closed,Black / Silver
Pioneer HDJ-500G,0.0,Supra-aural,528.0,False,False,Closed,Black / Green
Pioneer HDJ-500V,0.0,Supra-aural,528.0,False,False,Closed,Black / Purple
Pioneer SE-CL721-H,0.0,In Ear,522.0,False,False,Closed,Red / Silver
Plantronics GameCom 780 (Dota 2 badged),0.0,Circumaural,0.0,True,False,Closed,Black / Red
Plantronics AUDIO628,0.0,Supra-aural,0.0,True,False,Closed,Black / Blue
Pyle Audio PIEHIP20W,0.0,In Ear,0.0,False,False,Closed,White
Sennheiser HD360PRO,0.0,Circumaural,1522.0,False,False,Closed,Black
Sennheiser Momentum BRV2,0.0,Circumaural,0.0,False,False,Closed,Brown
Sennheiser Momentum BRV3,0.0,Circumaural,0.0,False,False,Closed,Brown
Sony CZ-MDRMA900,0.0,Supra-aural,540.0,False,False,Closed,Black
Sony CZ-MDRV55/BR,0.0,Supra-aural,525.0,False,False,Closed,Black / Red
Sony CZ-MDRV55/WHI,0.0,Supra-aural,525.0,False,False,Closed,White
Sony CZ-MDRZX600/BLK,0.0,Supra-aural,625.0,False,False,Closed,Black / Red
Sony CZ-MDRZX600/GRAY,0.0,Supra-aural,625.0,False,False,Closed,Black / Gray
Sony IVG-YMDRG45LP,0.0,Supra-aural,0.0,False,False,Closed,Black / Silver
Sony MDR-ZX300A L,0.0,Supra-aural,0.0,True,False,Closed,Black / Blue
Sony MDR10RBLK,0.0,Circumaural,540.0,True,False,Closed,Black / Silver
Sony MDR10RBLK,0.0,Circumaural,540.0,True,False,Closed,White
Sony MDRAS200BLK,0.0,Earbud,0.0,False,False,Closed,Black
Sony MDRAS200PNK,0.0,Earbud,0.0,False,False,Closed,Pink
Sony MDRJ10/LTPNK,0.0,In Ear,0.0,False,False,Closed,Pink
Sony MDRPQ2/GRAY,0.0,Circumaural,1024.0,False,False,Closed,Gray
Sony MDRPQ2/GRN,0.0,Circumaural,1024.0,False,False,Closed,Green
SteelSeries Siberia V2,199.0,Circumaural,1828.0,True,False,Closed,Black / Yellow
SteelSeries Siberia V2,0.0,Circumaural,1828.0,True,False,Closed,Camo
Syba CL-AUD63062,0.0,Circumaural,2020.0,True,False,Closed,Brown / Black
Turtle Beach EARFORCEZ11,0.0,Circumaural,0.0,True,False,Closed,Black
Sennheiser PC 350,0.0,Circumaural,1026.0,True,False,Closed,Black / Silver
TekNmotion PulseWave • V2,0.0,Circumaural,0.0,True,False,Closed,Black / Blue
Sakar International Teenage Mutant Ninja Turtles Kids Friendly,0.0,Circumaural,0.0,False,False,Closed,Green / Blue
Biostar iDEQ N10,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Cobra Cobra Pro,0.0,Circumaural,2020.0,True,False,Closed,Black / Silver
Cobra Cobra II 705,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
Creative Labs HITZ MA2400,0.0,Supra-aural,1520.0,True,False,Closed,Black
Creative Labs HITZ MA2400,0.0,Supra-aural,1520.0,True,False,Closed,White
Creative Labs 51EF0650AA005,0.0,Supra-aural,1020.0,True,False,Closed,White
Creative Labs Recon3D Omega,0.0,Circumaural,2020.0,True,True,Closed,Black
Genius HS-905BT,0.0,In Ear,2020.0,True,True,Closed,Black / Blue
Hercules 4780507,0.0,Circumaural,2020.0,False,False,Closed,Black / Silver
Koss KMO15G,0.0,Supra-aural,8020.0,False,False,Closed,Camo
Koss KMO15P,0.0,Supra-aural,8020.0,False,False,Closed,Camo
Koss KMO20G,0.0,Circumaural,0.0,False,False,Closed,Camo
Koss KMO5P,0.0,Earbud,0.0,False,False,Closed,Camo
Logitech H820e,0.0,Supra-aural,1507.0,True,False,Closed,Black / Silver
Philips SHS3200/37,0.0,Earbud,2020.0,True,False,Closed,Black
Plantronics RIG,0.0,Circumaural,0.0,True,False,Closed,Black / Red
Plantronics 86051-11,0.0,Circumaural,0.0,True,False,Closed,Black / Red
Plantronics RIG,0.0,Circumaural,0.0,True,False,Closed,Black / White
Sennheiser PC 323D,0.0,Circumaural,1523.0,True,False,Closed,Black / Silver
SteelSeries Siberia Elite,0.0,Circumaural,1628.0,True,False,Closed,Orange / White
SteelSeries 9H,0.0,Circumaural,1028.0,True,False,Closed,Black
Syba CL-AUD23049,0.0,Circumaural,0.0,False,True,Closed,White / Gray
TekNmotion TM-AIR100BT,0.0,Supra-aural,0.0,False,True,Closed,Black / Silver
TekNmotion TM-LOND,0.0,Circumaural,0.0,False,False,Closed,Red / Blue
TekNmotion TM-YB100A,0.0,Circumaural,2020.0,True,False,Closed,Black / Silver
Plantronics Gamecom 380,0.0,Circumaural,0.0,True,False,Closed,Black / Silver
Func HS-260,0.0,Circumaural,2020.0,True,False,Closed,Black / Silver
Bose AE2 White,0.0,Circumaural,0.0,False,False,Closed,Black / Silver
Bose AE2i White,0.0,Circumaural,0.0,True,False,Closed,White / Gray
Bose SIE2i Orange,0.0,Earbud,0.0,False,False,Closed,Orange / White
Bose OE2 (Black),0.0,Supra-aural,0.0,False,False,Closed,Black / Silver
Bose OE2i (Black),0.0,Supra-aural,0.0,True,False,Closed,Black / Silver
Bose OE2i (White),0.0,Supra-aural,0.0,True,False,Closed,White / Gray
Bose SIE2i Blue,0.0,In Ear,0.0,False,False,Closed,Blue / White
Bose SIE2i Purple,0.0,In Ear,0.0,False,False,Closed,White / Purple
Hercules 4780514,0.0,Supra-aural,1025.0,False,False,Closed,Black / Green
Klipsch Image S4i,0.0,In Ear,1019.0,False,False,Closed,Black / Silver
Klipsch Image S3,0.0,In Ear,1218.0,False,False,Closed,Black / Red
Klipsch Image S3,0.0,In Ear,1218.0,False,False,Closed,Black / Red
Koss CLIPPER GREEN,0.0,Supra-aural,6020.0,False,False,Closed,Green / White
Koss JAMS AA,0.0,Earbud,4020.0,False,False,Closed,Green / White
Koss MIRAGE PINK,0.0,In Ear,1520.0,False,False,Closed,Pink / White
Philips SHS3201/28,0.0,Earbud,2020.0,False,False,Closed,White
Philips SHS4848/28,0.0,Earbud,1223.5,False,False,Closed,Pink / White
Skullcandy S2TTCB-047,0.0,In Ear,2020.0,False,False,Closed,Black / Silver
Sony XBA-4iP,0.0,In Ear,328.0,False,False,Closed,Black
Klipsch Mode M40,0.0,Circumaural,2020.0,False,False,Closed,Black / Red
Koss KSC17,0.0,Supra-aural,4020.0,False,False,Closed,Black / Silver
Polk UltraFit 500,0.0,In Ear,1823.0,False,False,Closed,White
Polk UltraFit 500,0.0,In Ear,1823.0,False,False,Closed,Orange / White
Polk UltraFit 500,0.0,In Ear,1823.0,False,False,Closed,Black / Yellow
Polk UltraFit 1000,0.0,In Ear,1823.0,False,False,Closed,White
Polk UltraFit 2000,0.0,Supra-aural,2023.0,False,False,Closed,Black / Red
Polk UltraFit 3000,0.0,Earbud,824.0,False,False,Closed,Black / Red
Polk UltraFit 3000,0.0,In Ear,824.0,False,False,Closed,White
Polk UltraFit 3000,0.0,In Ear,824.0,False,False,Closed,Orange / White
Polk UltraFocus 8000,0.0,Circumaural,828.0,False,False,Closed,Black / Silver
Rosewill RS-OW813-BK,0.0,Circumaural,525.0,False,False,Closed,Black / Silver
Sennheiser AMPERIOR-BLU,0.0,Supra-aural,1622.0,False,False,Closed,Black / Blue
Sennheiser CX175,0.0,In Ear,1723.0,False,False,Closed,Black / Silver
Sony MDREX58V/BQ,0.0,In Ear,523.0,False,False,Closed,Black
Adesso Xtream H3B,0.0,Circumaural,0.0,False,False,Closed,Black / Gray
SteelSeries H,0.0,Circumaural,2020.0,True,True,Closed,Black / Orange
Creative Labs Aurvana Live! 2,0.0,Circumaural,1030.0,True,False,Closed,Black / Silver
ROCCAT Kave XTD 5.1 Premium,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
BitFenix Flo,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
BitFenix Flo,0.0,Circumaural,2020.0,True,False,Closed,Black / Silver
BitFenix Flo,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
BitFenix Flo,0.0,Circumaural,2020.0,True,False,Closed,Black / White
Plantronics GameCom 780,0.0,Circumaural,0.0,True,False,Closed,Black / Red
GAMDIAS HEPHAESTUS,0.0,Circumaural,2020.0,True,False,Closed,White / Gray
GAMDIAS EROS,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
GAMDIAS HEBE,0.0,Circumaural,2020.0,True,False,Closed,Red / Silver
GAMDIAS HEBE,0.0,Circumaural,2020.0,True,False,Closed,Red / Silver
Bose Ae2i,0.0,Circumaural,0.0,True,False,Closed,Black / Silver
Adesso Xtream H3W,0.0,Circumaural,10020.0,False,True,Closed,Black / White
Koss QZPRO,69.98,Circumaural,4020.0,False,False,Closed,Black / Silver
Philips SHL3100BLK,0.0,Circumaural,1820.0,False,False,Closed,Black / Red
Philips SHL5305RD/28,0.0,Supra-aural,1821.6,True,False,Closed,Black / Red
Philips SHL5305TL/28,0.0,Supra-aural,1821.6,True,False,Closed,Black / Green
Philips SHL5305WT/28,0.0,Supra-aural,1821.6,False,False,Closed,Black / White
Philips SHO9207,0.0,Circumaural,1224.0,False,False,Closed,Black / Red
Razer RZ12-01110100-R3U1,0.0,Circumaural,2020.0,False,False,Closed,Black / Silver
Sennheiser HD335S,0.0,Circumaural,1420.0,False,False,Closed,Black / Silver
V-MODA CROSSFADE M-100 SILVER,0.0,Circumaural,530.0,False,False,Closed,Silver
V-MODA CROSSFADE M-80 SHADOW,0.0,Supra-aural,530.0,False,False,Closed,Black
V-MODA CROSSFADE M-80,0.0,Supra-aural,530.0,False,False,Closed,Black / Silver
Ozone Gaming OZONDA3HX,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Ozone Gaming OZONDAST,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Ozone Gaming OZRAGESTR,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Ozone Gaming OZRAGESTW,0.0,Circumaural,2020.0,True,False,Closed,Black / White
Ozone Gaming OZRAGESTY,0.0,Circumaural,2020.0,True,False,Closed,Black / Yellow
Ozone Gaming OZSPARK,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Sennheiser HD 8 DJ,0.0,Circumaural,830.0,False,False,Closed,Black / Blue
Audio-Technica ATH-ADG1,0.0,Circumaural,530.0,True,False,Open,Black / Red
Razer Chimaera,0.0,Circumaural,2020.0,True,True,Closed,Black / Green
Sennheiser GAME ZERO,0.0,Circumaural,1026.0,True,False,Open,Black / White
Razer Kraken Pro Neon,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
Razer Kraken Pro Neon,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
Razer Kraken Pro Neon,0.0,Circumaural,2020.0,True,False,Closed,Black / Yellow
Razer Kraken Pro Neon,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Razer Kraken Pro Neon,0.0,Circumaural,2020.0,True,False,Closed,Black / Purple
Razer Kraken E-Panda,0.0,Circumaural,2020.0,False,False,Closed,Black / Gold
Corsair Raptor LH2,0.0,Supra-aural,2020.0,True,False,Closed,Black / Silver
Corsair Raptor HS30,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Corsair H2100,0.0,Circumaural,2020.0,True,True,Closed,Black / Yellow
Corsair H1500,0.0,Circumaural,2020.0,True,False,Closed,Black / Yellow
Cooler Master Ceres 300,0.0,Circumaural,2020.0,True,False,Semi-open,Black / White
Audio-Technica ATH-CHX5ISBL,0.0,Earbud,2022.0,True,False,Closed,Blue
Audio-Technica ATH-CHX5ISRD,0.0,Earbud,2022.0,True,False,Closed,Red
Audio-Technica ATH-CHX5ISWH,0.0,Earbud,2022.0,True,False,Closed,White
Audio-Technica ATH-CHX7ISBK,0.0,Earbud,1522.0,True,False,Closed,Black
Audio-Technica ATH-CHX7ISRD,0.0,Earbud,1522.0,True,False,Closed,Red
Audio-Technica ATH-CHX7ISWH,0.0,Earbud,1522.0,True,False,Closed,White
Audio-Technica ATH-CKP200ISBK,0.0,Earbud,2023.0,True,False,Closed,Black
Audio-Technica ATH-CKP200ISBL,0.0,Earbud,2023.0,True,False,Closed,Blue
Audio-Technica ATH-CKP200ISRD,0.0,Earbud,2023.0,True,False,Closed,Red
Audio-Technica ATH-CKR10,0.0,In Ear,540.0,False,False,Closed,Black / Silver
Audio-Technica ATH-CKR3ISBK,0.0,In Ear,524.0,True,False,Closed,Black
Audio-Technica ATH-CKR3ISBL,0.0,In Ear,524.0,True,False,Closed,Blue
Audio-Technica ATH-CKR3ISRD,0.0,In Ear,524.0,True,False,Closed,Red
Audio-Technica ATH-CKR3ISWH,0.0,In Ear,524.0,True,False,Closed,White
ARCTIC P253 BT,0.0,Supra-aural,1822.0,True,True,Closed,Black / Silver
Bose 715593-0010,0.0,In Ear,0.0,False,False,Closed,Black / Clear
Bose 715593-0030,0.0,In Ear,0.0,False,False,Closed,Red
Bose 715593-0040,0.0,In Ear,0.0,False,False,Closed,Black / Clear
Bose 715593-0060,0.0,In Ear,0.0,False,False,Closed,Red
Bose 715593-0070,0.0,In Ear,0.0,False,False,Closed,Black / Clear
Bose 717534-0010,0.0,In Ear,0.0,True,False,Closed,Black / Blue
Bose 717534-0020,0.0,In Ear,0.0,True,False,Closed,Orange / White
Bose 717534-0030,0.0,In Ear,0.0,True,False,Closed,Green
Bose 717534-0040,0.0,In Ear,0.0,True,False,Closed,Green
Creative Labs Aurvana Live!,0.0,Circumaural,1030.0,False,False,Closed,Black
Hercules 4780548,0.0,Circumaural,1025.0,False,False,Closed,Black / Silver
I/O Magic NE9783,0.0,Earbud,0.0,False,False,Closed,Black / Red
Philips SHP3000,0.0,Circumaural,2020.0,False,False,Closed,Black
Philips X1/28,0.0,Circumaural,0.0,True,False,Open,Black / Silver
Plantronics 20045001P,0.0,In Ear,0.0,False,False,Closed,Black / Blue
Plantronics 20046001,0.0,In Ear,0.0,False,False,Closed,Black / Green
Polk UltraFit 500,0.0,In Ear,1823.0,False,False,Closed,Black / Gold
Sennheiser CX 1.00 Black,0.0,Earbud,1720.0,False,False,Closed,Black / Silver
Sennheiser CX 1.00 White,0.0,Earbud,1720.0,False,False,Closed,White
Sennheiser CX 2.00G Black,0.0,Earbud,0.0,True,False,Closed,Black / Silver
Sennheiser CX 2.00G White,0.0,Earbud,0.0,True,False,Closed,White
Sennheiser CX 2.00i Black,0.0,Earbud,0.0,True,False,Closed,Black / Silver
Sennheiser CX 2.00i White,0.0,Earbud,0.0,True,False,Closed,White
Sennheiser CX 3.00 Black,0.0,Earbud,0.0,False,False,Closed,Black
Sennheiser CX 3.00 Red,0.0,Earbud,0.0,False,False,Closed,Black / Red
Sennheiser CX 5.00G Black,0.0,Earbud,0.0,True,False,Closed,Black / Silver
Sennheiser CX 5.00i Black,0.0,Earbud,0.0,True,False,Closed,Black / Silver
Sennheiser CX 5.00i White,0.0,Earbud,0.0,True,False,Closed,White
Sennheiser M2 IEG,0.0,In Ear,1522.0,True,False,Closed,Black / Red
Sennheiser M2 IEi,139.99,In Ear,1522.0,True,False,Closed,Black / Red
Sennheiser MOMENTUM BLUE,0.0,Supra-aural,1622.0,True,False,Closed,Blue / Silver
Sennheiser MOMENTUM GREEN,0.0,Supra-aural,1622.0,True,False,Closed,Green
Sennheiser MOMENTUM PINK,0.0,Supra-aural,1622.0,True,False,Closed,Red / Silver
Sennheiser URBANITEBLACKG,0.0,Supra-aural,0.0,False,False,Closed,Black / White
Thermaltake HT-DRA007OEWH,0.0,Circumaural,1022.0,False,False,Closed,White
Thermaltake DRACCO,0.0,Circumaural,1022.0,False,False,Closed,Multicolor
Yamaha EPH-50BL,0.0,Earbud,2021.0,False,False,Closed,Black
Adesso Xtream H2B,0.0,Supra-aural,14020.0,False,True,Closed,Black / Red
Adesso Xtream H2W,0.0,Supra-aural,14020.0,False,True,Closed,Green / White
Altec Lansing Foldable OTH,0.0,Supra-aural,0.0,False,True,Closed,Red / White
Asus CINEVIBE/BLK,0.0,Supra-aural,2020.0,True,False,Closed,Black / Red
Creative Labs Tactic3D Rage Wireless V2.0,0.0,Circumaural,2020.0,True,True,Closed,Black / Red
Creative Labs Tactic3D Rage V2.0,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Creative Labs Sound Blaster Inferno,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Creative Labs 70GH030000000,0.0,Supra-aural,2020.0,False,True,Closed,Black
Creative Labs Wireless V2.0,0.0,Circumaural,2020.0,True,True,Closed,Black / Red
Genius 31710188100,0.0,Circumaural,0.0,False,True,Closed,White
Genius 31710188102,0.0,Circumaural,0.0,False,True,Closed,Pink
Genius 31710188103,0.0,Circumaural,0.0,False,True,Closed,Blue
Klipsch KG-300,0.0,Circumaural,1623.0,True,True,Closed,Black
Logitech 981-000574,44.99,Supra-aural,0.0,True,False,Closed,Black
Mad Catz F.R.E.Q.4D,49.0,Circumaural,2020.0,False,False,Closed,Black / Silver
Mad Catz F.R.E.Q. 3,0.0,Circumaural,2020.0,False,False,Closed,Black / White
Mad Catz F.R.E.Q. 3,0.0,Circumaural,2020.0,False,False,Closed,Black / Silver
Mad Catz F.R.E.Q. 3,0.0,Circumaural,2020.0,False,False,Closed,Black / Red
Mad Catz TRI903570A04/02/1,0.0,Circumaural,0.0,True,False,Closed,Black / Blue
Mad Catz Titanfall F.R.E.Q.4D,0.0,Circumaural,2020.0,False,False,Closed,Orange / White
Mionix NASH 20,0.0,Circumaural,2020.0,True,False,Closed,Black
Philips SHB7000/BK,0.0,Circumaural,0.0,True,True,Closed,Black / Red
Philips SHB7000/WT,0.0,Circumaural,0.0,True,True,Closed,Blue / White
Philips SHG7980,0.0,Circumaural,0.0,True,False,Closed,Black / Red
Plantronics GAMECOM 308,0.0,Supra-aural,2020.0,True,False,Closed,Black
Plantronics GAMECOM 388,0.0,Circumaural,2020.0,True,False,Closed,Black
Plantronics GAMECOM COMMANDER,0.0,Circumaural,0.0,True,False,Closed,Black
Plantronics .Audio 355,49.0,Circumaural,2020.0,True,False,Closed,Black
Plantronics RIG 7.1,0.0,Circumaural,0.0,True,False,Closed,Black / Red
PNY AUD-E-202-WH-A-RB,0.0,In Ear,0.0,False,False,Closed,White
Razer RZ04-00470100-R3U1,0.0,Circumaural,0.0,True,True,Closed,Black
ROCCAT SYVA,0.0,Earbud,2020.0,True,False,Closed,Black / Blue
ROCCAT Kave XTD Stereo Camo Charge,0.0,Circumaural,2020.0,True,False,Closed,Camo
ROCCAT Kave XTD Stereo Naval Storm,0.0,Circumaural,2020.0,True,False,Closed,Black / Gray
ROCCAT Kave XTD Stereo Desert Strike,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
ROCCAT Kulo,0.0,Supra-aural,2020.0,True,False,Closed,Black
Sennheiser CX 686G,0.0,Earbud,1820.0,False,False,Closed,Green
Sennheiser M2 AEG Ivory,0.0,Circumaural,1622.0,True,False,Closed,Black / White
Sennheiser M2 OEG Ivory,0.0,Circumaural,1622.0,True,False,Closed,Black / White
Sennheiser OCX 686G,0.0,Earbud,1820.0,False,False,Closed,Green
Sennheiser PMX 686G,0.0,Earbud,1820.0,False,False,Closed,Green
Sennheiser RS 165,0.0,Circumaural,1821.0,False,True,Closed,Black / Silver
Skullcandy S5URDY-003,0.0,Supra-aural,0.0,False,False,Closed,Black
SteelSeries Siberia Elite,0.0,Circumaural,1628.0,True,False,Closed,Black
SteelSeries Elite World of Warcraft,0.0,Circumaural,0.0,True,False,Closed,Black / Silver
SteelSeries Elite Prism,0.0,Circumaural,1628.0,True,False,Closed,Black / White
SteelSeries Elite Prism,0.0,Circumaural,1628.0,True,False,Closed,Black
SteelSeries v3,208.3,Circumaural,2020.0,True,False,Closed,Black / Orange
SteelSeries Siberia v3,0.0,Circumaural,2020.0,True,False,Closed,Black / White
SteelSeries Siberia RAW,0.0,Circumaural,2020.0,True,False,Closed,White
Syba SHELL210,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Syba BT210,0.0,Circumaural,2020.0,True,True,Closed,Black / Red
Syba SHELL210,0.0,Circumaural,2020.0,True,False,Closed,Black / Gold
Syba PC210-I,0.0,Circumaural,2020.0,True,False,Closed,Black
TekNmotion Yapster Plus,0.0,Circumaural,0.0,True,False,Closed,Black
TekNmotion Yapster Plus,0.0,Circumaural,0.0,True,False,Closed,White
Thermaltake Cronos Team DK Edition,0.0,Circumaural,0.0,True,False,Closed,White
Thermaltake DRACCO Funky Pink,0.0,Circumaural,0.0,False,False,Closed,Black / Pink
Thermaltake Level 10 M,104.98,Circumaural,1022.0,True,False,Closed,Black / Red
Thermaltake SHOCK,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Thermaltake SHOCK,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
Thermaltake SHOCK,0.0,Circumaural,2020.0,True,False,Closed,Black / Orange
Thermaltake SHOCK,0.0,Circumaural,2020.0,True,False,Closed,White
Thermaltake SHOCK,0.0,Circumaural,2020.0,True,False,Closed,Black / Yellow
Thermaltake SHOCK SPIN,0.0,Circumaural,1520.0,True,False,Closed,Black
Thermaltake SHOCK SPIN,0.0,Circumaural,1520.0,True,False,Closed,Black / Red
Thermaltake SHOCK SPIN,0.0,Circumaural,1520.0,True,False,Closed,Black / White
Thermaltake SYBARIS,0.0,Circumaural,2020.0,True,True,Closed,Black / Red
Thermaltake VERTO,0.0,Circumaural,1022.0,True,False,Closed,Black / Red
Turtle Beach DP11,0.0,Circumaural,0.0,True,False,Closed,Black / Red
Turtle Beach Titanfall Ear Force Atlas,0.0,Circumaural,0.0,True,False,Closed,Black / White
Turtle Beach EarForce Z2,0.0,Circumaural,2020.0,True,False,Closed,Black / Silver
Turtle Beach Z11,0.0,Circumaural,2020.0,True,False,Closed,Black
Turtle Beach Ear Force PX3,0.0,Circumaural,0.0,True,False,Closed,Black / Silver
Turtle Beach PX22,0.0,Circumaural,0.0,True,False,Closed,Black / Blue
Turtle Beach P4C,0.0,Circumaural,0.0,True,False,Closed,Black / Blue
Turtle Beach TBS-4256-01,0.0,Circumaural,0.0,True,False,Closed,Black / Blue
Turtle Beach Recon 320,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
V7 HS2000-35-BLK-9NC,0.0,Supra-aural,2020.0,True,False,Closed,Black
V7 HS2000-35-WHT-9NC,0.0,Circumaural,2020.0,True,False,Closed,White
V7 HS6000-BT-BLK-9NC,0.0,Supra-aural,2020.0,True,True,Closed,Black / Silver
V7 HS6000-BT-WHT-9NC,0.0,Supra-aural,2020.0,True,True,Closed,White
Zalman ZM-HPS10BT,0.0,Supra-aural,10020.0,True,False,Closed,Black
Klipsch Image X5,0.0,Earbud,1019.0,False,False,Closed,Black / Silver
Klipsch R6i White,0.0,In Ear,0.0,False,False,Closed,White
Klipsch R6m,0.0,In Ear,0.0,True,False,Closed,Black
Klipsch R6 White,0.0,In Ear,0.0,False,False,Closed,White
Sennheiser CX 3.00 White,0.0,Earbud,0.0,False,False,Closed,White
Sennheiser CX 5.00G White,0.0,In Ear,0.0,True,False,Closed,White
Sennheiser M2 AEG Black,0.0,Circumaural,1622.0,True,False,Closed,Black / Silver
Sennheiser M2 OEG Black,0.0,Supra-aural,1622.0,True,False,Closed,Black / Silver
Sennheiser URBANITE XL WIRELESS,0.0,Circumaural,0.0,True,True,Closed,Black / White
Bose 625946-0010,0.0,In Ear,0.0,True,False,Closed,Blue / White
Bose 625946-0020,0.0,In Ear,0.0,True,False,Closed,Green
Bose 625946-0010,0.0,In Ear,0.0,True,False,Closed,Blue / White
Rosewill E-210-WH,0.0,Earbud,1022.0,True,False,Closed,White
Rosewill E-340,0.0,Earbud,1222.0,False,False,Closed,Black
Rosewill E-360-BKR,0.0,Earbud,1022.0,False,False,Closed,Black / Red
Rosewill E-360-BLE,0.0,Earbud,1022.0,False,False,Closed,Blue
Rosewill E-550,0.0,In Ear,1222.0,False,False,Closed,Gunmetal
Rosewill E-860,0.0,Earbud,1222.0,False,False,Closed,Black / Silver
PDP AFTERGLOW PRISMATIC,0.0,Circumaural,0.0,True,True,Closed,Black
TAKSTAR HI-2050,0.0,Circumaural,1525.0,False,False,Open,Black / Silver
JayBird BlueBuds X Sport,0.0,In Ear,2020.0,False,True,Closed,Black / Silver
Corsair VOID Stereo,0.0,Circumaural,2020.0,True,False,Closed,Black
Astro A38,0.0,Supra-aural,1520.0,True,True,Closed,Black / Blue
Astro A40,0.0,Circumaural,1520.0,True,False,Closed,Black
Astro A40,0.0,Circumaural,2021.0,True,False,Closed,Orange / White
Asus STRIX DSP,0.0,Circumaural,2020.0,True,False,Closed,Black / Orange
Creative Labs EVO Zx,0.0,Supra-aural,2020.0,True,True,Closed,Black / Red
Creative Labs DRACO HS880,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
CTA Digital US-UGH,0.0,Circumaural,2020.0,True,False,Closed,Black
Cyber Acoustics AC-8001,29.99,Circumaural,2020.0,True,False,Closed,Black / Silver
Cyber Acoustics AC-8003,0.0,Supra-aural,2020.0,True,False,Closed,Black / Silver
Func HS-260,0.0,Circumaural,0.0,True,False,Closed,Black / White
Genius Junceus HS-G650,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
Klipsch KG-300,0.0,Circumaural,1623.0,True,True,Closed,Black
Logitech H111,0.0,Supra-aural,2020.0,True,False,Closed,Black
Mad Catz F.R.E.Q.9,0.0,Circumaural,0.0,True,True,Closed,Black / Red
Mad Catz F.R.E.Q.TE,0.0,Circumaural,0.0,True,False,Closed,Black / Blue
