name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
YEYIAN Shift,0.0,Optical,"Wired, Wireless, Bluetooth Wireless",26000.0,Right,Black
Pulsar X2H,0.0,Optical,"Wired, Wireless, Bluetooth Wireless",26000.0,Right,Red
A4Tech G11-570HX-4,19.98,Optical,Wireless,2000.0,Right,Black / Red
Kensington 72337,37.03,Trackball,Wired,0.0,Both,Black / Blue
Kensington Pro Fit,34.98,Optical,Wireless,1750.0,Right,Black
Adesso iMouse S80R,15.06,Optical,Wireless,1600.0,Right,Red / Black
Logitech M510,42.97,Laser,Wireless,1000.0,Right,Red
Pulsar X2H eS,0.0,Optical,"Wired, Wireless",26000.0,Right,Black / Red
Lenovo 4Y51J62544,39.51,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,Black
Logitech M325S,14.99,Optical,"Wired, Wireless",1000.0,Both,Blue / Black
Logitech M500,0.0,Laser,Wired,1000.0,Right,Black
3M EM550GPS,0.0,Optical,Wireless,0.0,Right,Black
Chester Creek Technologies TMO,17.95,Optical,Wired,800.0,Both,White
HP DY651A,0.0,Optical,Wired,0.0,Both,Black
Adesso IMOUSE G25,24.99,Laser,Wireless,1600.0,Right,Black
Logitech M560,0.0,Laser,Wireless,0.0,Right,Black
Adesso IMOUSEG1,9.99,Optical,Wired,2400.0,Both,Black / Blue
Kensington Pro Fit Mid-Size Mouse,38.2,Laser,Wireless,0.0,Right,Black / Gray
Logitech MX Anywhere 2,135.0,Laser,Wireless,1600.0,Right,Black / Gold
Kensington K72392US,22.39,Optical,Wireless,1000.0,Both,Black
Verbatim 98590,18.28,Optical,Bluetooth Wireless,1600.0,Both,Black
Dell WM326,29.99,Laser,Wireless,1600.0,Both,Black
Razer D.Va Abyssus Elite,0.0,Optical,Wired,7200.0,Both,Blue / Pink
Kensington K72359WW,84.26,Optical,Wireless,0.0,Both,Black / Red
Adesso iMouse V10,26.49,Optical,Wireless,1600.0,Right,Black / Yellow
Trust GXT 155,0.0,Optical,Wired,4000.0,Right,Black / Blue
Verbatim 99770 Silent Wireless Blue Led,13.99,Laser,Wireless,0.0,Both,Blue / Black
Verbatim Verbatim 99777 Silent Wireless Blue Led,16.93,Laser,Wireless,0.0,Both,Black
Microsoft Arc,89.99,Optical,"Wired, Wireless, Bluetooth Wireless",1000.0,Both,Purple
Kensington Pro Fit,37.65,Laser,Wireless,1600.0,Right,Black
Cooler Master MM711 Blue Steel,34.99,Optical,Wired,16000.0,Right,Blue
Logitech Signature M650 L,0.0,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,Platinum
Adesso iMouse M60,11.69,Optical,"Wired, Wireless",1200.0,Both,Black
AZIO RM-RCM-L-06,80.0,Optical,"Wired, Wireless, Bluetooth Wireless",3000.0,Both,White / Silver
HP 935 Creator,86.42,Optical,"Wired, Wireless, Bluetooth Wireless",3000.0,Right,Black
IOGEAR MMOMENTUM Pro,57.4,Optical,Wired,16000.0,Right,Unknown
Targus AMW584GL,35.8,Optical,Wireless,0.0,Right,Black / Gray
Kensington SlimBlade Pro,94.95,Optical,"Wired, Wired, Wireless, Bluetooth Wireless",0.0,Both,Black / Red
Kensington SureTrack,19.98,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Both,Black
Kensington Pro Fit,39.7,Optical,"Wired, Wireless",1750.0,Right,Red
Kensington Pro Fit,45.2,Optical,"Wired, Wireless",1750.0,Right,Gray
Kensington Pro Fit Ergo,35.07,Optical,"Wired, Wireless",1600.0,Left,Black
Lenovo Go,58.49,Optical,"Wired, Wireless",2400.0,Right,Black / Brown
Logitech M317,24.99,Optical,"Wired, Wireless",0.0,Both,Purple / Black
Logitech M325S,14.99,Optical,"Wired, Wireless",1000.0,Both,Pink
Logitech M325S,14.99,Optical,"Wired, Wireless",1000.0,Both,Silver / Black
Logitech M325S,14.99,Optical,"Wired, Wireless",1000.0,Both,Gray / Black
Samsung EJ-M3400DSEGUS,45.98,Laser,Bluetooth Wireless,0.0,Right,Silver
Apple MB112LL/B,0.0,Optical,Wired,0.0,Unknown,White
Gigabyte GM-M8000X,0.0,Laser,Wired,6000.0,Unknown,Black
Gigabyte GM-M8600,0.0,Laser,Wireless,5600.0,Unknown,Black
Logitech G400,0.0,Optical,Wired,3600.0,Right,Black
Razer Mamba 2012 Elite,0.0,Laser,Wireless,6400.0,Right,Black
Cooler Master CM Storm Spawn,0.0,Optical,Wired,3500.0,Right,Black / Red
Razer Imperator 2012,0.0,Laser,Wired,6400.0,Right,Black
Thermaltake MO-BLK002DT,0.0,Laser,Wired,4000.0,Right,Black
Gigabyte GM-M6800,0.0,Optical,Wired,1600.0,Right,Black
Thermaltake MO-BLE001DT,0.0,Laser,Wired,6500.0,Both,Black
Razer Spectre StarCraft II,0.0,Laser,Wired,5600.0,Unknown,Silver
Thermaltake MO-ARS003DTD,0.0,Optical,Wired,1600.0,Both,Black
Gigabyte GM-M6980,0.0,Laser,Wired,2000.0,Right,Black
Cooler Master CM Storm Inferno,0.0,Laser,Wired,4000.0,Right,Black
Razer Imperator,0.0,Laser,Wired,5600.0,Right,Black
Microsoft SideWinder X3,0.0,Laser,Wired,2000.0,Both,Black / Silver
Microsoft B5W-00001,0.0,Laser,Wireless,0.0,Both,Silver
Logitech M505,0.0,Laser,Wireless,0.0,Both,Black / Red
Gigabyte GM-ECO600,0.0,Laser,Wireless,1600.0,Right,Black
Logitech M310,0.0,Laser,Wireless,0.0,Both,Silver
Rosewill RM-2400L,0.0,Laser,Wired,2400.0,Unknown,Black / Silver
HP GW405AA,0.0,Laser,Wired,0.0,Unknown,Black
Logitech Anywhere,0.0,Laser,Wireless,0.0,Right,Black
Razer Orochi,0.0,Laser,Bluetooth Wireless,4000.0,Right,Black
Logitech M505,0.0,Laser,Wireless,0.0,Both,Black
V7 M42N01-7N,0.0,Laser,Wireless,1200.0,Both,Black
Kensington SlimBlade,0.0,Laser,Wireless,0.0,Both,Black
Gigabyte GM-M7700,0.0,Laser,Wireless,1600.0,Unknown,Black
Gigabyte GM-M7700,0.0,Laser,Wireless,1600.0,Right,White
Sony VGPBMS10/B,0.0,Laser,Bluetooth Wireless,800.0,Both,Black
Gear Head LM6000U,0.0,Laser,Wired,1600.0,Both,Black
Lenovo 41U5008,0.0,Laser,Bluetooth Wireless,800.0,Both,Black
HP GW405AT,18.98,Laser,Wired,0.0,Unknown,Black
Lenovo 41U3074,0.0,Laser,Wired,2000.0,Both,Black
Logitech V450 Nano,0.0,Laser,Wireless,0.0,Both,Red
Logitech M505,89.99,Laser,Wireless,0.0,Both,Silver
Logitech M310,0.0,Laser,Wireless,0.0,Both,Black / Blue
Logitech M310,0.0,Laser,Wireless,0.0,Both,Blue
Logitech M310,0.0,Laser,Wireless,0.0,Both,Black / Silver
Syba CL-MOU23013,0.0,Laser,Wireless,1600.0,Both,Black / Red
Microsoft B5W-00014,0.0,Laser,Wireless,0.0,Both,Black
Logitech M310,49.99,Laser,Wireless,0.0,Both,Black / Gold
Kensington K72258US,0.0,Optical,Wireless,0.0,Both,Black
Microsoft JUD-00001,0.0,Optical,Wired,0.0,Unknown,Black
V7 M30P20-7N,0.0,Optical,Wired,1000.0,Both,Black
Microsoft P58-00032,0.0,Optical,Wired,0.0,Both,White
Microsoft 3000,0.0,Optical,Wired,0.0,Both,Silver / Blue
Microsoft 4YH-00002,26.11,Optical,Wired,0.0,Unknown,White
Rosewill RM-C2P,0.0,Optical,Wired,800.0,Both,Black
Logitech M305,99.95,Optical,Wireless,1000.0,Both,Black / Gold
Logitech M305,79.98,Optical,Wireless,1000.0,Both,Black / Red
Logitech M305,98.61,Optical,Wireless,1000.0,Both,Black / Purple
Microsoft Optical Mouse 200 for Business,0.0,Optical,Wired,1000.0,Both,White
Microsoft D1T-00002,0.0,Optical,Wired,0.0,Both,Silver
Microsoft Compact Optical Mouse for Business,0.0,Optical,Wired,800.0,Both,Black
Kensington K72358US,46.28,Optical,Wired,0.0,Both,Black
Kingwin KW-02,0.0,Optical,Wired,800.0,Both,Black
Logitech M305,0.0,Optical,Wireless,1000.0,Both,Black / Silver
Kingwin KW-06,0.0,Optical,Wireless,1600.0,Right,Black
Gear Head MP2500PUR,0.0,Optical,Wireless,0.0,Unknown,Purple
Gigabyte GM-M5050S,0.0,Optical,Wired,800.0,Both,Black
Gear Head MP2650BLU,0.0,Optical,Wireless,0.0,Unknown,Blue
Microsoft BX3-00001,0.0,Optical,Wireless,0.0,Both,Silver / Blue
Gear Head MP2950PUR,0.0,Optical,Wireless,0.0,Unknown,Purple
Asus Eee PC Seashell,0.0,Optical,Wired,0.0,Both,White
Kensington K72121,0.0,Optical,Wired,800.0,Both,White / Gray
Microsoft BX3-00008,0.0,Optical,Wireless,0.0,Both,Gray
Kensington 72213,14.95,Optical,Wired,0.0,Both,Silver
Microsoft Basic,0.0,Optical,Wired,0.0,Both,Black
Syba CL-MOU23009,0.0,Optical,Wireless,1600.0,Both,White
Logitech M305,89.99,Optical,Wireless,1000.0,Both,Silver
Logitech M305,89.99,Optical,Wireless,1000.0,Both,Black / Blue
Microsoft Optical Mouse 200 for Business,0.0,Optical,Wired,1000.0,Both,Black
Syba CL-MOU23008,0.0,Optical,Wireless,1600.0,Right,Black / Gray
Kensington K72401US,0.0,Optical,Wireless,1000.0,Right,Black
Gear Head MP2750RED,0.0,Optical,Wireless,0.0,Unknown,Red
Kensington K72121F,0.0,Optical,Wired,0.0,Both,Black / Silver
V7 M30T10-7N,0.0,Optical,Wired,1000.0,Both,Black
Kingwin KW-05,0.0,Optical,Wireless,1600.0,Both,Black
Microsoft U81-00009,0.0,Optical,Wired,0.0,Both,Black
Toshiba PA3678U-1ETS,0.0,Optical,Wired,800.0,Unknown,Silver / Black
Gigabyte GM-M6900,0.0,Optical,Wired,3200.0,Right,Black
Microsoft 69J-00002,0.0,Optical,Wireless,0.0,Both,Black / Silver
Syba CL-MOU23001,0.0,Optical,Wireless,1600.0,Right,Black
Microsoft B2P-00006 OEM,0.0,Optical,Wireless,0.0,Both,Gray
Syba CL-MOU23014,0.0,Optical,Bluetooth Wireless,1200.0,Both,Black
Logitech V220,29.99,Optical,Wireless,1000.0,Both,Gray
Gear Head MP2350BLK,0.0,Optical,Wireless,0.0,Both,Black
Logitech 910-000806,0.0,Trackball,Wired,0.0,Both,Gray
Gear Head OM4500WT,0.0,Optical,Wireless,0.0,Right,Silver
Gigabyte GM-M7580,0.0,Optical,Wireless,1000.0,Both,Black
Syba CL-MOU23016,0.0,Optical,Wireless,1600.0,Both,White
Microsoft P58-00001,0.0,Optical,Wired,0.0,Both,White
Logitech M305,0.0,Optical,Wireless,1000.0,Both,Black / Blue
Gear Head MP2100BLU,0.0,Optical,Wireless,0.0,Both,Black / Blue
Asus Eee PC Seashell,0.0,Optical,Wired,0.0,Both,Black
Gear Head MPT3200RED,0.0,Optical,Wireless,0.0,Unknown,Red
Logitech B120,0.0,Optical,Wired,800.0,Unknown,Black
Gear Head MPT3300BLK,0.0,Optical,Wireless,0.0,Unknown,Black
Kingwin KW-03,0.0,Optical,Wired,800.0,Both,Silver / Black
Gear Head OM3700UP,0.0,Optical,Wired,0.0,Both,Black / White
Razer DeathAdder - Transformers 3 Collectors Edition - Megatron,0.0,Optical,Wired,3500.0,Right,Silver
Razer Abyssus Mirror Special Edition,0.0,Optical,Wired,3500.0,Unknown,Black
NZXT Avatar S,0.0,Laser,Wired,1600.0,Both,White
Razer DeathAdder - Transformers 3 Collectors Edition - Shockwave,0.0,Optical,Wired,3500.0,Right,Purple
NZXT Avatar S,0.0,Laser,Wired,1600.0,Both,Black
Razer DeathAdder - Transformers 3 Collectors Edition - Optimus Prime,0.0,Optical,Wired,3500.0,Right,Red
Cooler Master SGM-6001-GLLW1,0.0,Laser,Wired,5600.0,Right,Black / Gray
Zalman FG1000,0.0,Optical,Wired,2000.0,Right,Black
Razer Dragon Age II DeathAdder,0.0,Optical,Wired,3500.0,Right,Black
Microsoft Mobile Mouse 3500,0.0,Optical,Wireless,0.0,Both,Blue
Kensington Pro Fit,0.0,Optical,Wireless,0.0,Right,Black
Logitech M305,0.0,Optical,Wireless,1000.0,Both,Black / White
Logitech M305,0.0,Optical,Wireless,1000.0,Unknown,Green
Logitech M305,99.99,Optical,Wireless,1000.0,Unknown,Black / Red
Microsoft Mobile Mouse 3500,49.99,Optical,Wireless,0.0,Both,Gray
Microsoft 36D-00001,69.95,Optical,Wireless,0.0,Both,Black / Gray
Microsoft Arc Touch Mouse,0.0,Optical,Wireless,0.0,Both,Black
Microsoft Wireless Mobile Mouse 4000,63.99,Optical,Wireless,0.0,Unknown,Black / Red
Logitech M515,0.0,Optical,Wireless,0.0,Unknown,Black / Blue
Microsoft Wireless Mobile Mouse 4000 Studio Series,0.0,Optical,Wireless,0.0,Unknown,Black / Blue
Microsoft Mobile Mouse 3500,0.0,Optical,Wireless,0.0,Both,Black / Red
Logitech M305,0.0,Optical,Wireless,1000.0,Unknown,Black
Microsoft Wireless Mobile Mouse 4000 Studio Series,0.0,Optical,Wireless,0.0,Unknown,Black / Pink
V7 M32N00-7N,0.0,Optical,Wireless,1000.0,Unknown,Black
Kensington K72349US,0.0,Optical,Wireless,0.0,Both,Gray
Microsoft MGC-00001,0.0,Optical,Wireless,1000.0,Both,Black
V7 M51T00-7N,0.0,Optical,Wireless,1000.0,Both,Black
Microsoft Wireless Mobile Mouse 4000,0.0,Optical,Wireless,0.0,Unknown,Blue
Microsoft D5D-00025,0.0,Optical,Wireless,0.0,Unknown,Blue
Microsoft Mobile Mouse 3500,0.0,Optical,Wireless,0.0,Both,Black
Microsoft D5D-00019,0.0,Optical,Wireless,0.0,Both,Pink
Microsoft GMF-00088,0.0,Optical,Wireless,0.0,Both,Blue
Microsoft GMF-00046,0.0,Optical,Wireless,0.0,Unknown,Beige / Black
Microsoft Wireless Mobile Mouse 4000 for Business,0.0,Optical,Wireless,1000.0,Right,Black
Microsoft 2CF-00002,0.0,Optical,Wireless,1000.0,Unknown,Black
Kensington K72366US,0.0,Optical,Wireless,0.0,Both,Black
Microsoft GMF-00091,0.0,Optical,Wireless,0.0,Both,Black / Blue
Gear Head MP2200RED,0.0,Optical,Wireless,0.0,Both,Black / Red
Microsoft 6BA-00024,0.0,Optical,Wireless,1000.0,Both,Red
Microsoft 6BA-00001,0.0,Optical,Wireless,1000.0,Both,Black / White
Microsoft 2EF-00002,0.0,Optical,Wireless,1000.0,Unknown,Black
Microsoft Wireless Mobile Mouse 3500 for Business,79.0,Optical,Wireless,1000.0,Both,Black
Microsoft D5D-00031,0.0,Optical,Wireless,0.0,Unknown,Black / Green
Microsoft D5D-00001,0.0,Optical,Wireless,0.0,Both,Black / Gray
Microsoft 6BA-00005,0.0,Optical,Wireless,1000.0,Both,Black
Microsoft 6BA-00025,0.0,Optical,Wireless,1000.0,Both,Pink
Gear Head MP2800BLK,0.0,Optical,Wireless,0.0,Unknown,Black
Gear Head MP2475PUR,0.0,Optical,Wireless,0.0,Unknown,Purple
Gear Head MP2175BLU,13.0,Optical,Wireless,0.0,Unknown,Blue
Gear Head MP2275RED,0.0,Optical,Wireless,0.0,Both,Red
Logitech M110,0.0,Optical,Wired,0.0,Both,White
Kensington K72348US,0.0,Optical,Wired,0.0,Unknown,White / Gray
Logitech M110,0.0,Optical,Wired,0.0,Both,Black
Microsoft Comfort Mouse 3000 for Business,0.0,Optical,Wired,1000.0,Both,Black
Microsoft Arc,0.0,Laser,Wireless,0.0,Both,Black
V7 M33B10-6N,0.0,Optical,Wired,800.0,Both,Black
Gigabyte GM-M7700B,0.0,Laser,Bluetooth Wireless,1600.0,Right,Black
Microsoft 4FD-00013,0.0,Optical,Wired,0.0,Both,Red
Microsoft B75-00113,0.0,Optical,Wired,0.0,Right,Gray
Microsoft T2J-00001,0.0,Optical,Wired,0.0,Unknown,White / Red
HEC UES2,0.0,Optical,Wired,800.0,Both,Silver / Black
Microsoft Arc,0.0,Laser,Wireless,0.0,Both,Purple
Microsoft B75-00092,0.0,Optical,Wired,0.0,Right,Black / Silver
Gigabyte GM-M5050,0.0,Optical,Wired,800.0,Both,Black
Microsoft Explorer,0.0,Optical,Wireless,0.0,Right,Black / Gray
Rosewill RM-6500,0.0,Optical,Wireless,800.0,Both,Black
Kensington Ci65m,0.0,Optical,Wireless,1000.0,Both,Black / Gray
Gear Head OM3800U,0.0,Optical,Wired,800.0,Unknown,Black
Kensington K72213US,0.0,Optical,Wired,0.0,Both,White
Gear Head MP1600RU,0.0,Optical,Wired,800.0,Unknown,Black
HEC A133,0.0,Optical,Wired,800.0,Both,Black
Microsoft 2TF-00002,0.0,Optical,Wireless,0.0,Both,Black
Kensington Pro Fit,0.0,Optical,Wired,0.0,Right,Black
Kensington K72283US,0.0,Laser,Wireless,0.0,Both,Blue
Microsoft Bluetooth Notebook Mouse 5000 for Business,0.0,Laser,Bluetooth Wireless,1000.0,Right,Black / Silver
Lenovo N10,0.0,Laser,Wireless,1200.0,Both,Black
Microsoft 5BA-00001,0.0,Optical,Wireless,0.0,Right,Black
Microsoft U5K-00002,0.0,Optical,Wireless,0.0,Unknown,Gray
Microsoft U5K-00002,0.0,Optical,Wireless,0.0,Unknown,Black
Microsoft S7J-00001,0.0,Optical,Wired,0.0,Right,Black
Microsoft U5K-00002,0.0,Optical,Wireless,0.0,Unknown,Red
HP RH304AA,0.0,Optical,Wired,0.0,Both,Black
Kensington Pro Fit,0.0,Optical,Wireless,0.0,Right,Black
Microsoft Arc,0.0,Laser,Wireless,0.0,Both,Blue
Gigabyte GM-M6580,0.0,Laser,Wired,1600.0,Right,Black
Toshiba PA3765U-1ETU,0.0,Optical,Wired,1000.0,Unknown,Blue
Gigabyte GM-M7600,0.0,Optical,Wireless,1600.0,Unknown,Black
Gigabyte GM-M7800S,0.0,Laser,Wireless,1600.0,Both,Brown
Logitech M125,0.0,Optical,Wired,1000.0,Unknown,Blue
Microsoft 69R-00001,0.0,Laser,Bluetooth Wireless,0.0,Both,Black / White
Kensington Ci10 Fit,0.0,Laser,Wireless,0.0,Both,Black / Gray
HP DC369A,0.0,Optical,Wired,0.0,Both,Black
Logisys MS6801BK,0.0,Optical,Wireless,1600.0,Unknown,Black / Silver
Lenovo 31P7410,0.0,Optical,Wired,800.0,Both,Black
Microsoft 4FD-00012,0.0,Optical,Wired,0.0,Both,Blue
Microsoft T2J-00007,0.0,Optical,Wired,0.0,Unknown,White / Gray
Microsoft Arc,0.0,Laser,Wireless,0.0,Both,White
IOGEAR GME222A,0.0,Optical,Wired,800.0,Both,Red / Silver
Logitech V470,0.0,Laser,Bluetooth Wireless,0.0,Both,White
HP PF725A,0.0,Optical,Wired,0.0,Both,Silver / Black
Microsoft D66-00036,0.0,Optical,Wired,0.0,Both,White
Logitech V470,149.99,Laser,Bluetooth Wireless,0.0,Both,Blue
Kingwin KW-04,0.0,Optical,Wired,800.0,Both,Black
Kensington K72400US,0.0,Optical,Wired,0.0,Both,Black
Lenovo 57Y6482,0.0,Laser,Bluetooth Wireless,1000.0,Both,Black
Microsoft B5W-00006,0.0,Laser,Wireless,0.0,Both,Silver
Microsoft GMF-00031,69.98,Optical,Wireless,0.0,Both,White
Logisys MS6801SE,0.0,Optical,Wireless,1600.0,Unknown,Silver / White
Microsoft S9J-00001,129.99,Optical,Wired,0.0,Both,Black
Logitech M515,0.0,Optical,Wireless,0.0,Both,Silver
Microsoft M20-00001,0.0,Optical,Wired,0.0,Both,Silver
Microsoft GMF-00030,0.0,Optical,Wireless,0.0,Both,Black
Kensington K72406US,0.0,Optical,Wired,1000.0,Both,Black
Logitech M310,0.0,Optical,Wireless,0.0,Both,Purple / Black
Microsoft U81-00025,0.0,Optical,Wired,800.0,Both,White
Logitech M125,89.95,Optical,Wired,1000.0,Both,Silver
Microsoft Arc,0.0,Laser,Wireless,0.0,Both,Black / Red
Logitech SBF-96,0.0,Optical,Wired,0.0,Both,Black
Microsoft 6BA-00026,0.0,Optical,Wireless,1000.0,Both,Purple
Kensington K72404US,0.0,Optical,Wireless,1000.0,Both,Black
Microsoft Arc,0.0,Laser,Wireless,0.0,Both,Green
Logitech V220,36.99,Optical,Wireless,1000.0,Both,Red / Black
Microsoft 69J-00009,0.0,Optical,Wireless,1000.0,Both,Black
Logitech G300,69.98,Optical,Wired,2500.0,Both,Black / Gray
Targus AMW51US,0.0,Laser,Wireless,1200.0,Both,Black / Gray
Microsoft 9DR-00001,0.0,Laser,Bluetooth Wireless,0.0,Both,Silver / Black
Targus AMU76US,34.94,Optical,Wired,1000.0,Both,Black / Gray
Microsoft 6BA-00023,0.0,Optical,Wireless,1000.0,Both,Blue
Targus AMU83US,26.99,Optical,Wired,0.0,Unknown,Black
Microsoft B2J-00001,0.0,Optical,Wired,0.0,Both,Gray
Targus PAUM01U,0.0,Optical,Wired,0.0,Right,Silver
Targus AMW15US,19.98,Laser,Wireless,0.0,Both,Black / Silver
Microsoft Wireless Mobile Mouse 6000,0.0,Optical,Wireless,0.0,Both,White
Targus AMU89US,59.0,Optical,Wired,0.0,Unknown,Black
Belkin F5L017,0.0,Optical,Wireless,0.0,Both,Purple
Gigabyte GM-M7700,0.0,Laser,Wireless,1600.0,Right,Purple
Cherry M-300R,0.0,Laser,Wireless,1600.0,Right,Black
Lenovo 55Y9360,0.0,Optical,Wireless,1000.0,Both,Black
Verbatim 97255,0.0,Optical,Wired,0.0,Unknown,Red
Targus AMW55US,0.0,Laser,Wireless,1000.0,Unknown,Black
Syba CL-MOU23011,0.0,Optical,Wireless,1600.0,Both,Black / Silver
Kensington K72298US,0.0,Optical,Wireless,1000.0,Both,Silver / Beige
Razer RZ84-00520100-B1U1,0.0,Laser,Wired,5600.0,Both,Black
Adesso HF-4003UB,0.0,Laser,Wired,1600.0,Unknown,Black
Razer DeathAdder Black Edition,0.0,Optical,Wired,3500.0,Right,Black
Logitech G9x Call Of Duty Edition,0.0,Laser,Wired,5700.0,Right,Black
Syba CL-MOU23019,0.0,Optical,Wireless,1000.0,Both,Gray
Targus AMU75US,17.47,Optical,Wired,0.0,Both,Black / Gray
Syba CL-MOU23020,0.0,Optical,Wireless,1600.0,Both,Blue / White
Targus AMW56US,0.0,Optical,Wireless,1000.0,Unknown,Black
Kensington Ci60,0.0,Optical,Wireless,0.0,Right,Black
Belkin F5L016,0.0,Optical,Wired,0.0,Both,Blue
Nexus SM-7000B,0.0,Optical,Wireless,1000.0,Both,Black
Rosewill RM-C2U,0.0,Optical,Wired,800.0,Both,Black
Logitech V220,0.0,Optical,Wireless,1000.0,Unknown,Pink / Black
Logitech M305,119.99,Optical,Wireless,0.0,Both,Blue
Linkworld LM8835,0.0,Optical,Wired,800.0,Unknown,Black / Red
Microsoft Wireless Mobile Mouse 4000 Studio Series,0.0,Optical,Wireless,0.0,Right,White / Black
Logitech M310,0.0,Laser,Wireless,0.0,Both,Red
HP FQ983AA#ABA,0.0,Laser,Wired,1600.0,Unknown,Black
HP WE788AA#ABA,0.0,Optical,Wireless,0.0,Unknown,Red / Black
Microsoft GMF-00090,0.0,Optical,Wireless,0.0,Both,White / Black
Gear Head MPT3100BLU,0.0,Optical,Wireless,0.0,Unknown,Blue
Microsoft Mobile Mouse 3500,0.0,Optical,Wireless,0.0,Both,Pink
Gear Head MPT3400YLW,0.0,Optical,Wireless,0.0,Both,Yellow / Black
Verbatim 97266,0.0,Laser,Wireless,1600.0,Unknown,Silver / White
Gear Head OM6500WT,0.0,Optical,Wireless,1600.0,Unknown,Red
Verbatim Optical Mini,0.0,Optical,Wired,0.0,Both,Pink
Gear Head MP2850BLK,0.0,Optical,Wireless,0.0,Unknown,Black
Targus AMB04US,0.0,Optical,Bluetooth Wireless,1600.0,Both,Black / Gray
Gear Head MP1900W,0.0,Optical,Wireless,800.0,Unknown,Black / Silver
Targus AMW01US,0.0,Optical,Wireless,0.0,Both,Silver / Black
Gear Head BT9500BLK,0.0,Optical,Bluetooth Wireless,800.0,Right,Silver / Black
Razer Imperator Mouse 2012 Battlefield 3,0.0,Optical,Wired,6400.0,Right,Black
Gear Head BT9400WHT,0.0,Optical,Bluetooth Wireless,800.0,Right,White
Targus Kaleidoscope,0.0,Optical,Wired,0.0,Unknown,Silver
Gear Head MP1300BLK,24.99,Optical,Wired,0.0,Unknown,Silver / Black
V7 10PKUSBMICE,0.0,Optical,Wired,1000.0,Unknown,Black
Gear Head LMT3600BLK,0.0,Laser,Wireless,0.0,Unknown,Black
Targus AMW43US,0.0,Optical,Wireless,1200.0,Both,Gray
HP WE790AA#ABA,0.0,Optical,Wireless,1750.0,Both,Silver
Sony VGPWMS30/W,0.0,Laser,Wireless,800.0,Unknown,White
HP WE789AA#ABA,0.0,Optical,Wireless,0.0,Unknown,Blue
Microsoft 4FD-00016,0.0,Optical,Wired,0.0,Both,White
Adesso IMOUSE M10,0.0,Optical,Wireless,1000.0,Both,Black
Microsoft 4FD-00006,0.0,Optical,Wired,0.0,Both,Gray
Logitech M305,0.0,Optical,Wireless,1000.0,Unknown,Pink
Adesso IMOUSE S1,0.0,Optical,Wired,1000.0,Both,Black
Microsoft 6BA-00001,0.0,Optical,Wireless,1000.0,Both,Silver / Black
Adesso IMOUSE S10,0.0,Optical,Wireless,500.0,Both,Black / Gray
Ergoguys 0090-0020,0.0,Optical,Wired,0.0,Right,Black
Belkin F5L017,0.0,Optical,Wireless,0.0,Both,Blue
Ergoguys WUT-13,0.0,Trackball,Wired,0.0,Right,Blue / Gray
Belkin F5L017,0.0,Optical,Wireless,0.0,Both,Gray
Belkin F5L016,0.0,Optical,Wired,0.0,Both,Silver / Black
Ergoguys KM200,0.0,Optical,Wired,800.0,Unknown,Red / Blue
Belkin F5L017,0.0,Optical,Wireless,0.0,Both,Blue / Gray
KeyTronic 2MOUSEU1L,0.0,Optical,Wired,800.0,Both,Gray
Belkin F5L017,0.0,Optical,Wireless,0.0,Both,Black
KeyTronic 2MOUSEP1L,0.0,Optical,Wired,800.0,Both,Black
Evoluent VM4S,89.95,Optical,Wired,0.0,Unknown,Purple
3M EM500GPL,149.99,Optical,Wired,0.0,Right,Black / Silver
Saitek CCB437030002/04/1,0.0,Laser,Wired,3200.0,Right,Black
Tek Republic TM,0.0,Laser,Wired,3600.0,Right,Black
Saitek CCB437080002/04/1,0.0,Laser,Wired,5600.0,Right,Black
Verbatim 96677,0.0,Laser,Wireless,0.0,Right,Silver / Black
Belkin F5L016,0.0,Optical,Wired,0.0,Both,Black
Polaroid PMI8500,0.0,Optical,Wired,0.0,Unknown,Black
Verbatim 97254,0.0,Optical,Wired,0.0,Unknown,Green
Belkin F5L016,0.0,Optical,Wired,0.0,Both,Red
Verbatim Nano,0.0,Optical,Wireless,0.0,Unknown,Blue
Verbatim Nano,0.0,Optical,Wireless,0.0,Unknown,Yellow
3M EM500GPS,0.0,Optical,Wired,0.0,Right,Black
Verbatim Nano,0.0,Optical,Wireless,0.0,Unknown,Green
Belkin F5L016ttUSB-BLK,0.0,Optical,Wired,0.0,Unknown,Black
Belkin F5L016-USB-BLU,0.0,Optical,Wired,0.0,Both,Blue
Verbatim 97267,0.0,Laser,Wireless,1600.0,Unknown,Gray / White
Adesso iMouse T1,0.0,Trackball,Wired,800.0,Unknown,Silver
Verbatim 97262,0.0,Laser,Wireless,1600.0,Unknown,Gray / Black
Saitek GM2400,0.0,Laser,Wired,2400.0,Unknown,Gray
Verbatim 97473,15.05,Optical,Wireless,0.0,Unknown,Purple
Adesso IMOUSE S100,0.0,Optical,Bluetooth Wireless,1000.0,Unknown,Black
Saitek CCB437090002/02/1,0.0,Laser,Wireless,5600.0,Right,Black
Verbatim 97564,0.0,Optical,Wireless,0.0,Both,Black
Belkin F5L030TTMDD,0.0,Optical,Wireless,0.0,Unknown,Blue
